installationidentifier,account_holder,registry_code,installation_name,year,allocated,verified_emiss,nacerev2
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2014,15541610,36886458,35.11
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2015,13501970,37051920,35.11
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2016,10282843,34941622,35.11
1,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Bełchatów,2017,7788822,37646220,35.11
745,ENERGA Kogeneracja,PL,Ciepłownia w Żychlinie,2009,20050,17569,35.30
745,ENERGA Kogeneracja,PL,Ciepłownia w Żychlinie,2010,20050,18896,35.30
745,ENERGA Kogeneracja,PL,Ciepłownia w Żychlinie,2011,20050,15378,35.30
745,ENERGA Kogeneracja,PL,Ciepłownia w Żychlinie,2012,20050,16884,35.30
745,ENERGA Kogeneracja,PL,Ciepłownia w Żychlinie,2013,12362,18072,35.30
745,ENERGA Kogeneracja,PL,Ciepłownia w Żychlinie,2014,10489,15835,35.30
745,ENERGA Kogeneracja,PL,Ciepłownia w Żychlinie,2015,8827,15690,35.30
745,ENERGA Kogeneracja,PL,Ciepłownia w Żychlinie,2016,7368,14986,35.30
745,ENERGA Kogeneracja,PL,Ciepłownia w Żychlinie,2017,6108,16483,35.30
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2009,6475340,7413193,35.11
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2010,6475340,6770075,35.11
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2011,6475340,6872050,35.11
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2012,6475340,6252718,35.11
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2013,3882897,6321343,35.11
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2014,3587594,6422060,35.11
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2015,3118922,5821226,35.11
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2016,2377219,5917008,35.11
2,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Opole,2017,1802162,6278862,35.11
3,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Turów,2009,11158636,11624371,35.11
3,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Turów,2010,11158636,10656954,35.11
3,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Turów,2011,11158636,10776551,35.11
3,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Turów,2012,11158636,10900042,35.11
3,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Turów,2013,6761106,9994790,35.11
3,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Turów,2014,6247900,8140101,35.11
3,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Turów,2015,5431204,7595544,35.11
3,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Turów,2016,4137453,7838244,35.11
3,PGE Górnictwo i Energetyka Konwencjonalna S.A.,PL,PGE GiEK S.A. Oddział Elektrownia Turów,2017,3135350,7108058,35.11
748,Miejski Zakład Energetyki Cieplnej,PL,CIEPŁOWNIA,2009,37716,35700,35.30
748,Miejski Zakład Energetyki Cieplnej,PL,CIEPŁOWNIA,2010,37716,38745,35.30
748,Miejski Zakład Energetyki Cieplnej,PL,CIEPŁOWNIA,2011,37716,32414,35.30
748,Miejski Zakład Energetyki Cieplnej,PL,CIEPŁOWNIA,2012,37716,30742,35.30
748,Miejski Zakład Energetyki Cieplnej,PL,CIEPŁOWNIA,2013,26097,32335,35.30
748,Miejski Zakład Energetyki Cieplnej,PL,CIEPŁOWNIA,2014,21228,22963,35.30
748,Miejski Zakład Energetyki Cieplnej,PL,CIEPŁOWNIA,2015,16920,23453,35.30
748,Miejski Zakład Energetyki Cieplnej,PL,CIEPŁOWNIA,2016,13156,25476,35.30
748,Miejski Zakład Energetyki Cieplnej,PL,CIEPŁOWNIA,2017,9913,26174,35.30
4,ENEA WYTWARZANIE SP. Z O.O.,PL,ELEKTROWNIA KOZIENICE,2009,9636619,10686735,35.11
4,ENEA WYTWARZANIE SP. Z O.O.,PL,ELEKTROWNIA KOZIENICE,2010,9636619,10835725,35.11
4,ENEA WYTWARZANIE SP. Z O.O.,PL,ELEKTROWNIA KOZIENICE,2011,9636619,10299069,35.11
4,ENEA WYTWARZANIE SP. Z O.O.,PL,ELEKTROWNIA KOZIENICE,2012,9636619,9925556,35.11
4,ENEA WYTWARZANIE SP. Z O.O.,PL,ELEKTROWNIA KOZIENICE,2013,5454903,10230491,35.11
4,ENEA WYTWARZANIE SP. Z O.O.,PL,ELEKTROWNIA KOZIENICE,2014,5041623,10960698,35.11
4,ENEA WYTWARZANIE SP. Z O.O.,PL,ELEKTROWNIA KOZIENICE,2015,4382409,11393513,35.11
4,ENEA WYTWARZANIE SP. Z O.O.,PL,ELEKTROWNIA KOZIENICE,2016,3336840,12006243,35.11
4,ENEA WYTWARZANIE SP. Z O.O.,PL,ELEKTROWNIA KOZIENICE,2017,210838,11192829,35.11
5,Enea Elektrownia Połaniec S.A.,PL,Instalacja do spalania paliw,2009,4972620,6024281,35.11
5,Enea Elektrownia Połaniec S.A.,PL,Instalacja do spalania paliw,2010,4972620,7290568,35.11
5,Enea Elektrownia Połaniec S.A.,PL,Instalacja do spalania paliw,2011,4972620,7070253,35.11
5,Enea Elektrownia Połaniec S.A.,PL,Instalacja do spalania paliw,2012,4979286,6426108,35.11
5,Enea Elektrownia Połaniec S.A.,PL,Instalacja do spalania paliw,2013,2843341,5566819,35.11
5,Enea Elektrownia Połaniec S.A.,PL,Instalacja do spalania paliw,2014,2635505,6118214,35.11
5,Enea Elektrownia Połaniec S.A.,PL,Instalacja do spalania paliw,2015,2305619,6299450,35.11
5,Enea Elektrownia Połaniec S.A.,PL,Instalacja do spalania paliw,2016,340417,7733638,35.11
5,Enea Elektrownia Połaniec S.A.,PL,Instalacja do spalania paliw,2017,132571,7029514,35.11
750,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,Ciepłownia C-2,2009,44783,43100,35.30
750,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,Ciepłownia C-2,2010,44783,46952,35.30
750,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,Ciepłownia C-2,2011,44783,40634,35.30
750,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,Ciepłownia C-2,2012,44783,47469,35.30
750,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,Ciepłownia C-2,2013,29276,42461,35.30
750,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,Ciepłownia C-2,2014,23883,36094,35.30
750,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,Ciepłownia C-2,2015,19101,40236,35.30
750,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,Ciepłownia C-2,2016,14920,42195,35.30
750,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,Ciepłownia C-2,2017,11308,37449,35.30
6,PGE Energia Ciepła S.A.,PL,PGE Energia Ciepła S.A. Oddział w Rybniku,2009,7607030,7244279,35.11
6,PGE Energia Ciepła S.A.,PL,PGE Energia Ciepła S.A. Oddział w Rybniku,2010,7607030,8229363,35.11
6,PGE Energia Ciepła S.A.,PL,PGE Energia Ciepła S.A. Oddział w Rybniku,2011,7607030,8247038,35.11
6,PGE Energia Ciepła S.A.,PL,PGE Energia Ciepła S.A. Oddział w Rybniku,2012,7607030,7932724,35.11
6,PGE Energia Ciepła S.A.,PL,PGE Energia Ciepła S.A. Oddział w Rybniku,2013,4768204,8385181,35.11
6,PGE Energia Ciepła S.A.,PL,PGE Energia Ciepła S.A. Oddział w Rybniku,2014,4239071,7246717,35.11
6,PGE Energia Ciepła S.A.,PL,PGE Energia Ciepła S.A. Oddział w Rybniku,2015,178283,6548392,35.11
6,PGE Energia Ciepła S.A.,PL,PGE Energia Ciepła S.A. Oddział w Rybniku,2016,8842,7050817,35.11
6,PGE Energia Ciepła S.A.,PL,PGE Energia Ciepła S.A. Oddział w Rybniku,2017,460420,6484111,35.11
751,Przedsiębiorstwo Energetyki Cieplnej w Końskich Spółka z ograniczoną odpowiedzialnością,PL,Ciepłownia,2009,20104,19043,35.30
751,Przedsiębiorstwo Energetyki Cieplnej w Końskich Spółka z ograniczoną odpowiedzialnością,PL,Ciepłownia,2010,20104,18719,35.30
751,Przedsiębiorstwo Energetyki Cieplnej w Końskich Spółka z ograniczoną odpowiedzialnością,PL,Ciepłownia,2011,20104,15804,35.30
751,Przedsiębiorstwo Energetyki Cieplnej w Końskich Spółka z ograniczoną odpowiedzialnością,PL,Ciepłownia,2012,20104,17313,35.30
751,Przedsiębiorstwo Energetyki Cieplnej w Końskich Spółka z ograniczoną odpowiedzialnością,PL,Ciepłownia,2013,12988,14427,35.30
751,Przedsiębiorstwo Energetyki Cieplnej w Końskich Spółka z ograniczoną odpowiedzialnością,PL,Ciepłownia,2014,10656,12028,35.30
751,Przedsiębiorstwo Energetyki Cieplnej w Końskich Spółka z ograniczoną odpowiedzialnością,PL,Ciepłownia,2015,8582,12972,35.30
751,Przedsiębiorstwo Energetyki Cieplnej w Końskich Spółka z ograniczoną odpowiedzialnością,PL,Ciepłownia,2016,6759,14034,35.30
751,Przedsiębiorstwo Energetyki Cieplnej w Końskich Spółka z ograniczoną odpowiedzialnością,PL,Ciepłownia,2017,5177,15294,35.30
7,CEZ Skawina S.A.,PL,CEZ SKAWINA S.A.,2009,2332423,1230055,35.11
7,CEZ Skawina S.A.,PL,CEZ SKAWINA S.A.,2010,2332423,1213232,35.11
7,CEZ Skawina S.A.,PL,CEZ SKAWINA S.A.,2011,2332423,1100009,35.11
7,CEZ Skawina S.A.,PL,CEZ SKAWINA S.A.,2012,2332423,999459,35.11
7,CEZ Skawina S.A.,PL,CEZ SKAWINA S.A.,2013,1133498,1502218,35.11
7,CEZ Skawina S.A.,PL,CEZ SKAWINA S.A.,2014,136696,1516040,35.11
7,CEZ Skawina S.A.,PL,CEZ SKAWINA S.A.,2015,114188,1564082,35.11
7,CEZ Skawina S.A.,PL,CEZ SKAWINA S.A.,2016,93925,1511824,35.11
7,CEZ Skawina S.A.,PL,CEZ SKAWINA S.A.,2017,77852,1454765,35.11
753,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,CIEPŁOWNIA C-1,2009,71205,53058,35.30
753,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,CIEPŁOWNIA C-1,2010,71205,54739,35.30
753,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,CIEPŁOWNIA C-1,2011,71205,51680,35.30
753,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,CIEPŁOWNIA C-1,2012,71205,49547,35.30
753,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,CIEPŁOWNIA C-1,2013,38450,50872,35.30
753,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,CIEPŁOWNIA C-1,2014,32474,41252,35.30
753,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,CIEPŁOWNIA C-1,2015,27169,41847,35.30
753,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,CIEPŁOWNIA C-1,2016,22517,42322,35.30
753,Miejski Zakład Gospodarki Komunalnej Spółka z o.o.,PL,CIEPŁOWNIA C-1,2017,18490,48832,35.30
8,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Stalowa Wola,2009,1025950,1107982,35.11
8,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Stalowa Wola,2010,1025950,1221164,35.11
8,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Stalowa Wola,2011,1025950,1198472,35.11
8,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Stalowa Wola,2012,1025950,917570,35.11
8,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Stalowa Wola,2013,801850,1076397,35.11
8,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Stalowa Wola,2014,704837,423242,35.11
8,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Stalowa Wola,2015,173517,832521,35.11
8,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Stalowa Wola,2016,137085,521244,35.11
8,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Stalowa Wola,2017,105416,448069,35.11
755,GPEC STAROGARD,PL,Ciepłownia Rejonowa POŁUDNIE KS-101,2009,42896,42896,35.30
755,GPEC STAROGARD,PL,Ciepłownia Rejonowa POŁUDNIE KS-101,2010,44100,47457,35.30
755,GPEC STAROGARD,PL,Ciepłownia Rejonowa POŁUDNIE KS-101,2011,44100,39778,35.30
755,GPEC STAROGARD,PL,Ciepłownia Rejonowa POŁUDNIE KS-101,2012,44100,40254,35.30
755,GPEC STAROGARD,PL,Ciepłownia Rejonowa POŁUDNIE KS-101,2013,30369,37656,35.30
755,GPEC STAROGARD,PL,Ciepłownia Rejonowa POŁUDNIE KS-101,2014,25110,33568,35.30
755,GPEC STAROGARD,PL,Ciepłownia Rejonowa POŁUDNIE KS-101,2015,20409,34609,35.30
755,GPEC STAROGARD,PL,Ciepłownia Rejonowa POŁUDNIE KS-101,2016,16254,36860,35.30
755,GPEC STAROGARD,PL,Ciepłownia Rejonowa POŁUDNIE KS-101,2017,12621,36375,35.30
9,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Jaworzno III,2009,5225963,5650220,35.11
9,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Jaworzno III,2010,5225963,6220247,35.11
9,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Jaworzno III,2011,5225963,6226895,35.11
9,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Jaworzno III,2012,5225963,5922397,35.11
9,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Jaworzno III,2013,3125572,6254559,35.11
9,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Jaworzno III,2014,2834590,3950789,35.11
9,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Jaworzno III,2015,7814,4519062,35.11
9,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Jaworzno III,2016,7266,4514460,35.11
9,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Jaworzno III,2017,6732,6013145,35.11
758,Miejskie Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,PL,CIEPŁOWNIA ZATORZE,2009,56166,56754,35.30
758,Miejskie Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,PL,CIEPŁOWNIA ZATORZE,2010,56166,63217,35.30
758,Miejskie Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,PL,CIEPŁOWNIA ZATORZE,2011,56166,54514,35.30
758,Miejskie Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,PL,CIEPŁOWNIA ZATORZE,2012,56166,56858,35.30
758,Miejskie Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,PL,CIEPŁOWNIA ZATORZE,2013,40291,55107,35.30
758,Miejskie Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,PL,CIEPŁOWNIA ZATORZE,2014,33443,48714,35.30
758,Miejskie Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,PL,CIEPŁOWNIA ZATORZE,2015,27305,47045,35.30
758,Miejskie Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,PL,CIEPŁOWNIA ZATORZE,2016,21861,47992,35.30
758,Miejskie Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,PL,CIEPŁOWNIA ZATORZE,2017,17087,51757,35.30
10,TAMEH Polska Sp. z o. o.,PL,Zakład Wytwarzania Blachownia,2009,346727,347766,35.11
10,TAMEH Polska Sp. z o. o.,PL,Zakład Wytwarzania Blachownia,2010,346727,359889,35.11
10,TAMEH Polska Sp. z o. o.,PL,Zakład Wytwarzania Blachownia,2011,346727,323507,35.11
10,TAMEH Polska Sp. z o. o.,PL,Zakład Wytwarzania Blachownia,2012,346727,277868,35.11
10,TAMEH Polska Sp. z o. o.,PL,Zakład Wytwarzania Blachownia,2013,223992,299299,35.11
10,TAMEH Polska Sp. z o. o.,PL,Zakład Wytwarzania Blachownia,2014,195864,281027,35.11
10,TAMEH Polska Sp. z o. o.,PL,Zakład Wytwarzania Blachownia,2015,27989,284908,35.11
10,TAMEH Polska Sp. z o. o.,PL,Zakład Wytwarzania Blachownia,2016,25759,277601,35.11
10,TAMEH Polska Sp. z o. o.,PL,Zakład Wytwarzania Blachownia,2017,23590,308275,35.11
760,Miejskie Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.,PL,CIEPŁOWNIA,2009,24002,19572,35.30
760,Miejskie Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.,PL,CIEPŁOWNIA,2010,24002,20718,35.30
760,Miejskie Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.,PL,CIEPŁOWNIA,2011,24002,18835,35.30
760,Miejskie Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.,PL,CIEPŁOWNIA,2012,24002,19287,35.30
760,Miejskie Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.,PL,CIEPŁOWNIA,2013,12159,18472,35.30
760,Miejskie Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.,PL,CIEPŁOWNIA,2014,10204,16663,35.30
760,Miejskie Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.,PL,CIEPŁOWNIA,2015,8436,16189,35.30
760,Miejskie Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.,PL,CIEPŁOWNIA,2016,6855,16783,35.30
760,Miejskie Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.,PL,CIEPŁOWNIA,2017,5452,17658,35.30
11,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA Elektr. Jaworzno III Elektr. II,2009,853934,792669,35.11
11,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA Elektr. Jaworzno III Elektr. II,2010,853934,895529,35.11
11,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA Elektr. Jaworzno III Elektr. II,2011,853934,751882,35.11
11,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA Elektr. Jaworzno III Elektr. II,2012,853934,768265,35.11
11,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA Elektr. Jaworzno III Elektr. II,2013,513481,886851,35.11
11,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA Elektr. Jaworzno III Elektr. II,2014,460374,881133,35.11
11,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA Elektr. Jaworzno III Elektr. II,2015,62310,870727,35.11
11,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA Elektr. Jaworzno III Elektr. II,2016,52114,967317,35.11
11,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA Elektr. Jaworzno III Elektr. II,2017,46307,908145,35.11
12,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Łaziska,2009,4603802,4525558,35.11
12,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Łaziska,2010,4603802,4867536,35.11
12,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Łaziska,2011,4603802,5095312,35.11
12,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Łaziska,2012,4603802,3997000,35.11
12,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Łaziska,2013,2774772,3977321,35.11
12,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Łaziska,2014,2514836,3445336,35.11
12,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Łaziska,2015,20608,3784947,35.11
12,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Łaziska,2016,17862,3703360,35.11
12,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elektrownia Łaziska,2017,15792,3879920,35.11
13,TAURON WYTWARZANIE S.A.,PL,Oddział Elektrownia Halemba w Rudzie Śląskiej,2009,459660,307532,35.11
13,TAURON WYTWARZANIE S.A.,PL,Oddział Elektrownia Halemba w Rudzie Śląskiej,2010,459660,335309,35.11
13,TAURON WYTWARZANIE S.A.,PL,Oddział Elektrownia Halemba w Rudzie Śląskiej,2011,459660,186932,35.11
13,TAURON WYTWARZANIE S.A.,PL,Oddział Elektrownia Halemba w Rudzie Śląskiej,2012,459660,74235,35.11
13,TAURON WYTWARZANIE S.A.,PL,Oddział Elektrownia Halemba w Rudzie Śląskiej,2013,NA,NA,35.11
13,TAURON WYTWARZANIE S.A.,PL,Oddział Elektrownia Halemba w Rudzie Śląskiej,2014,NA,NA,35.11
13,TAURON WYTWARZANIE S.A.,PL,Oddział Elektrownia Halemba w Rudzie Śląskiej,2015,NA,NA,35.11
13,TAURON WYTWARZANIE S.A.,PL,Oddział Elektrownia Halemba w Rudzie Śląskiej,2016,NA,NA,35.11
13,TAURON WYTWARZANIE S.A.,PL,Oddział Elektrownia Halemba w Rudzie Śląskiej,2017,NA,NA,35.11
763,GPEC TCZEW SP. Z O.O.,PL,Instalacja spalania paliw - Kotłownia KT 1602,2009,44337,44395,35.30
763,GPEC TCZEW SP. Z O.O.,PL,Instalacja spalania paliw - Kotłownia KT 1602,2010,44337,48569,35.30
763,GPEC TCZEW SP. Z O.O.,PL,Instalacja spalania paliw - Kotłownia KT 1602,2011,44337,40323,35.30
763,GPEC TCZEW SP. Z O.O.,PL,Instalacja spalania paliw - Kotłownia KT 1602,2012,44337,44481,35.30
763,GPEC TCZEW SP. Z O.O.,PL,Instalacja spalania paliw - Kotłownia KT 1602,2013,32973,41748,35.30
763,GPEC TCZEW SP. Z O.O.,PL,Instalacja spalania paliw - Kotłownia KT 1602,2014,27197,38835,35.30
763,GPEC TCZEW SP. Z O.O.,PL,Instalacja spalania paliw - Kotłownia KT 1602,2015,22044,40846,35.30
763,GPEC TCZEW SP. Z O.O.,PL,Instalacja spalania paliw - Kotłownia KT 1602,2016,17496,42858,35.30
763,GPEC TCZEW SP. Z O.O.,PL,Instalacja spalania paliw - Kotłownia KT 1602,2017,13530,44959,35.30
14,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elek. Łagisza w Będzinie,2009,2621551,2506537,35.11
14,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elek. Łagisza w Będzinie,2010,4839435,3850487,35.11
14,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elek. Łagisza w Będzinie,2011,4839435,3831563,35.11
14,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elek. Łagisza w Będzinie,2012,4839435,3546545,35.11
14,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elek. Łagisza w Będzinie,2013,3244212,3025406,35.11
14,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elek. Łagisza w Będzinie,2014,2935039,2496824,35.11
14,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elek. Łagisza w Będzinie,2015,66544,2912395,35.11
14,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elek. Łagisza w Będzinie,2016,54278,2061954,35.11
14,TAURON WYTWARZANIE S.A.,PL,TAURON Wytwarzanie SA O. Elek. Łagisza w Będzinie,2017,44829,1869428,35.11
764,MIEJSKIE  PRZEDSIĘBIORSTWO  ENERGETYKI  CIEPLNEJ,PL,KOTŁOWNIA REJONOWA KR-1,2009,43169,42642,35.30
764,MIEJSKIE  PRZEDSIĘBIORSTWO  ENERGETYKI  CIEPLNEJ,PL,KOTŁOWNIA REJONOWA KR-1,2010,43169,42711,35.30
764,MIEJSKIE  PRZEDSIĘBIORSTWO  ENERGETYKI  CIEPLNEJ,PL,KOTŁOWNIA REJONOWA KR-1,2011,43169,40972,35.30
764,MIEJSKIE  PRZEDSIĘBIORSTWO  ENERGETYKI  CIEPLNEJ,PL,KOTŁOWNIA REJONOWA KR-1,2012,43169,39294,35.30
764,MIEJSKIE  PRZEDSIĘBIORSTWO  ENERGETYKI  CIEPLNEJ,PL,KOTŁOWNIA REJONOWA KR-1,2013,28383,36984,35.30
764,MIEJSKIE  PRZEDSIĘBIORSTWO  ENERGETYKI  CIEPLNEJ,PL,KOTŁOWNIA REJONOWA KR-1,2014,23395,33325,35.30
764,MIEJSKIE  PRZEDSIĘBIORSTWO  ENERGETYKI  CIEPLNEJ,PL,KOTŁOWNIA REJONOWA KR-1,2015,18944,31629,35.30
764,MIEJSKIE  PRZEDSIĘBIORSTWO  ENERGETYKI  CIEPLNEJ,PL,KOTŁOWNIA REJONOWA KR-1,2016,15019,22497,35.30
764,MIEJSKIE  PRZEDSIĘBIORSTWO  ENERGETYKI  CIEPLNEJ,PL,KOTŁOWNIA REJONOWA KR-1,2017,11598,23716,35.30
15,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA O. Elektrownia Siersza w Trzebini,2009,2400053,1718169,35.11
15,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA O. Elektrownia Siersza w Trzebini,2010,2400053,2056251,35.11
15,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA O. Elektrownia Siersza w Trzebini,2011,2400053,2313751,35.11
15,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA O. Elektrownia Siersza w Trzebini,2012,2400053,1822453,35.11
15,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA O. Elektrownia Siersza w Trzebini,2013,1498480,1757898,35.11
15,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA O. Elektrownia Siersza w Trzebini,2014,1358055,1311261,35.11
15,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA O. Elektrownia Siersza w Trzebini,2015,6428,1816763,35.11
15,TAURON WYTWARZANIE S.A.,PL,TAURON Wytw. SA O. Elektrownia Siersza w Trzebini,2016,5323,1597860,35.11
