installationidentifier,account_holder,registry_code,installation_name,year,allocated,verified_emiss,nacerev2,ln_emissions,inst_num,firm_num,treated,post_2009,post_2010,post_2011,post_2012,post_2013,post_2014,post_2015,post_2016,post_2017,post,post_treated,post_2009_treated,post_2010_treated,post_2011_treated,post_2012_treated,post_2013_treated,post_2014_treated,post_2015_treated,post_2016_treated,post_2017_treated
131,"ČEZ, a. s.",CZ,"ČEZ, a. s. - Teplárna Dvůr Králové nad Labem",2017,9309,35012,35.10,10.463446138852328,783,428,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
131,MPEC Sp. z o.o. w Olsztynie,PL,CIEPŁOWNIA OLSZTYN,2009,149127,152333,35.30,11.93382419302203,784,457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,MPEC Sp. z o.o. w Olsztynie,PL,CIEPŁOWNIA OLSZTYN,2010,149127,140305,35.30,11.851573903374282,784,457,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,MPEC Sp. z o.o. w Olsztynie,PL,CIEPŁOWNIA OLSZTYN,2011,149127,138535,35.30,11.838878280265575,784,457,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,MPEC Sp. z o.o. w Olsztynie,PL,CIEPŁOWNIA OLSZTYN,2012,149127,143596,35.30,11.874759080055096,784,457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,MPEC Sp. z o.o. w Olsztynie,PL,CIEPŁOWNIA OLSZTYN,2013,93022,121479,35.30,11.707496687318098,784,457,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
131,MPEC Sp. z o.o. w Olsztynie,PL,CIEPŁOWNIA OLSZTYN,2014,76839,100081,35.30,11.513735137097267,784,457,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
131,MPEC Sp. z o.o. w Olsztynie,PL,CIEPŁOWNIA OLSZTYN,2015,62382,96729,35.30,11.479668533068777,784,457,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
131,MPEC Sp. z o.o. w Olsztynie,PL,CIEPŁOWNIA OLSZTYN,2016,49614,100051,35.30,11.513435334964429,784,457,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
131,MPEC Sp. z o.o. w Olsztynie,PL,CIEPŁOWNIA OLSZTYN,2017,39693,102976,35.30,11.542251230352056,784,457,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
131,Jönköping Energi AB,SE,HVC Ryhov,2009,0,600,35.30,6.396929655216146,785,453,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
131,Jönköping Energi AB,SE,HVC Ryhov,2010,0,2397,35.30,7.781973234434385,785,453,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131,Jönköping Energi AB,SE,HVC Ryhov,2011,0,217,35.30,5.37989735354046,785,453,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
131,Jönköping Energi AB,SE,HVC Ryhov,2012,0,35,35.30,3.5553480614894135,785,453,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
131,Jönköping Energi AB,SE,HVC Ryhov,2013,0,962,35.30,6.8690144506657065,785,453,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
131,Jönköping Energi AB,SE,HVC Ryhov,2014,752,11,35.30,2.3978952727983707,785,453,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
131,Jönköping Energi AB,SE,HVC Ryhov,2015,0,25,35.30,3.2188758248682006,785,453,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
131,Jönköping Energi AB,SE,HVC Ryhov,2016,0,41,35.30,3.713572066704308,785,453,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
131,Jönköping Energi AB,SE,HVC Ryhov,2017,0,18,35.30,2.8903717578961645,785,453,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
132,EVN Wärme GmbH,AT,EVN FHKW Mödling,2009,20316,5882,35.30,8.67965211911394,786,448,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,EVN Wärme GmbH,AT,EVN FHKW Mödling,2010,20316,5867,35.30,8.67709870892586,786,448,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
132,EVN Wärme GmbH,AT,EVN FHKW Mödling,2011,20316,5787,35.30,8.663369301573839,786,448,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
132,EVN Wärme GmbH,AT,EVN FHKW Mödling,2012,20316,6724,35.30,8.813438494528507,786,448,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132,EVN Wärme GmbH,AT,EVN FHKW Mödling,2013,20002,6690,35.30,8.808369153122275,786,448,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
132,EVN Wärme GmbH,AT,EVN FHKW Mödling,2014,17899,5530,35.30,8.61794309451638,786,448,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
132,EVN Wärme GmbH,AT,EVN FHKW Mödling,2015,15857,5679,35.30,8.644530439877432,786,448,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
132,EVN Wärme GmbH,AT,EVN FHKW Mödling,2016,13880,6311,35.30,8.75004942158424,786,448,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
132,EVN Wärme GmbH,AT,EVN FHKW Mödling,2017,11964,8003,35.30,8.987571750367046,786,448,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
132,Iren Energia S.p.A.,IT,TURBIGO,2009,2193623,1023430,35.11,13.838670288974681,787,68,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,Iren Energia S.p.A.,IT,TURBIGO,2010,1915553,939477,35.11,13.753078616429018,787,68,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
132,Iren Energia S.p.A.,IT,TURBIGO,2011,1752844,855233,35.11,13.659129225413416,787,68,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
132,Iren Energia S.p.A.,IT,TURBIGO,2012,1602403,635106,35.11,13.36154719307757,787,68,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132,Iren Energia S.p.A.,IT,TURBIGO,2013,0,372980,35.11,12.829280077885437,787,68,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
132,Iren Energia S.p.A.,IT,TURBIGO,2014,0,393413,35.11,12.882615229637683,787,68,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
132,Iren Energia S.p.A.,IT,TURBIGO,2015,0,633906,35.11,13.359655957442797,787,68,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
132,Iren Energia S.p.A.,IT,TURBIGO,2016,0,765929,35.11,13.548844755131771,787,68,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
132,Iren Energia S.p.A.,IT,TURBIGO,2017,0,508008,35.11,13.138252474468116,787,68,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
132,Jönköping Energi AB,SE,HVC Östra Klinikerna,2009,0,84,35.30,4.430816798843313,788,453,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,Jönköping Energi AB,SE,HVC Östra Klinikerna,2010,0,627,35.30,6.440946540632921,788,453,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
132,Jönköping Energi AB,SE,HVC Östra Klinikerna,2011,0,12,35.30,2.4849066497880004,788,453,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
132,Jönköping Energi AB,SE,HVC Östra Klinikerna,2012,0,117,35.30,4.762173934797756,788,453,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132,Jönköping Energi AB,SE,HVC Östra Klinikerna,2013,84,157,35.30,5.056245805348308,788,453,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
132,Jönköping Energi AB,SE,HVC Östra Klinikerna,2014,75,65,35.30,4.174387269895637,788,453,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
132,Jönköping Energi AB,SE,HVC Östra Klinikerna,2015,33,180,35.30,5.19295685089021,788,453,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
132,Jönköping Energi AB,SE,HVC Östra Klinikerna,2016,58,44,35.30,3.784189633918261,788,453,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
132,Jönköping Energi AB,SE,HVC Östra Klinikerna,2017,25,92,35.30,4.5217885770490405,788,453,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
133,EVN Wärme GmbH,AT,EVN Cogen Salzer St. Pölten,2009,42675,37356,35.30,10.528248820229608,789,448,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,EVN Wärme GmbH,AT,EVN Cogen Salzer St. Pölten,2010,42675,35725,35.30,10.483606002798068,789,448,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133,EVN Wärme GmbH,AT,EVN Cogen Salzer St. Pölten,2011,42675,30369,35.30,10.321177630266861,789,448,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
133,EVN Wärme GmbH,AT,EVN Cogen Salzer St. Pölten,2012,42675,29718,35.30,10.299508201816293,789,448,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
133,EVN Wärme GmbH,AT,EVN Cogen Salzer St. Pölten,2013,32122,28808,35.30,10.268408405328712,789,448,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
133,EVN Wärme GmbH,AT,EVN Cogen Salzer St. Pölten,2014,30942,29480,35.30,10.291467346303273,789,448,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
133,EVN Wärme GmbH,AT,EVN Cogen Salzer St. Pölten,2015,29780,35744,35.30,10.484137701868928,789,448,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
133,EVN Wärme GmbH,AT,EVN Cogen Salzer St. Pölten,2016,28644,34125,35.30,10.437785532487261,789,448,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
133,EVN Wärme GmbH,AT,EVN Cogen Salzer St. Pölten,2017,27528,29934,35.30,10.306750237089092,789,448,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
133,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA DPM KOSZALIN,2009,67924,63902,35.30,11.065105938780365,790,458,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA DPM KOSZALIN,2010,67924,85015,35.30,11.350582990491587,790,458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA DPM KOSZALIN,2011,67924,58372,35.30,10.974591601787637,790,458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA DPM KOSZALIN,2012,67924,60097,35.30,11.003715202472089,790,458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA DPM KOSZALIN,2013,47420,64035,35.30,11.067185087860173,790,458,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA DPM KOSZALIN,2014,39669,61468,35.30,11.026271993175223,790,458,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA DPM KOSZALIN,2015,32759,52480,35.30,10.86818742361797,790,458,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
133,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA DPM KOSZALIN,2016,26574,61986,35.30,11.0346638320775,790,458,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
133,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA DPM KOSZALIN,2017,21129,67897,35.30,11.125747129949204,790,458,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
134,EVN AG,AT,EVN KW Theiß Gedersdorf,2009,449521,393438,35.11,12.882678774069877,791,459,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,EVN AG,AT,EVN KW Theiß Gedersdorf,2010,449521,346205,35.11,12.75478636413873,791,459,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
134,EVN AG,AT,EVN KW Theiß Gedersdorf,2011,449521,62103,35.11,11.036549575933464,791,459,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
134,EVN AG,AT,EVN KW Theiß Gedersdorf,2012,449521,59924,35.11,11.000832371637273,791,459,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134,EVN AG,AT,EVN KW Theiß Gedersdorf,2013,21344,32664,35.11,10.394028832999412,791,459,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
134,EVN AG,AT,EVN KW Theiß Gedersdorf,2014,19101,41415,35.11,10.631398413032365,791,459,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
134,EVN AG,AT,EVN KW Theiß Gedersdorf,2015,16921,179697,35.11,12.099027378141479,791,459,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
134,EVN AG,AT,EVN KW Theiß Gedersdorf,2016,14810,320400,35.11,12.67732549417634,791,459,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
134,EVN AG,AT,EVN KW Theiß Gedersdorf,2017,12767,493222,35.11,13.108714655927926,791,459,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
134,Tønder Fjernvarmeselskab A.m.b.a,DK,Tønder Fjernvarmeselskab Amba,2009,983,1260,35.30,7.138866999945524,792,460,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,Tønder Fjernvarmeselskab A.m.b.a,DK,Tønder Fjernvarmeselskab Amba,2010,983,2085,35.30,7.642524134232902,792,460,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
134,Tønder Fjernvarmeselskab A.m.b.a,DK,Tønder Fjernvarmeselskab Amba,2011,983,830,35.30,6.721425700790643,792,460,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
134,Tønder Fjernvarmeselskab A.m.b.a,DK,Tønder Fjernvarmeselskab Amba,2012,983,962,35.30,6.8690144506657065,792,460,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134,Tønder Fjernvarmeselskab A.m.b.a,DK,Tønder Fjernvarmeselskab Amba,2013,1386,1315,35.30,7.181591944611865,792,460,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
134,Tønder Fjernvarmeselskab A.m.b.a,DK,Tønder Fjernvarmeselskab Amba,2014,1239,1146,35.30,7.044032897274685,792,460,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
134,Tønder Fjernvarmeselskab A.m.b.a,DK,Tønder Fjernvarmeselskab Amba,2015,1098,6445,35.30,8.771059915373288,792,460,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
134,Tønder Fjernvarmeselskab A.m.b.a,DK,Tønder Fjernvarmeselskab Amba,2016,961,1140,35.30,7.038783541388542,792,460,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
134,Tønder Fjernvarmeselskab A.m.b.a,DK,Tønder Fjernvarmeselskab Amba,2017,828,63,35.30,4.143134726391533,792,460,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
134,MVM GTER Zrt.,HU,Lőrinci Gázturbinás Erőmű,2009,1637,1980,35.11,7.590852123688581,793,461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,MVM GTER Zrt.,HU,Lőrinci Gázturbinás Erőmű,2010,1639,4122,35.11,8.324093761450404,793,461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,MVM GTER Zrt.,HU,Lőrinci Gázturbinás Erőmű,2011,1639,7922,35.11,8.977398978181862,793,461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,MVM GTER Zrt.,HU,Lőrinci Gázturbinás Erőmű,2012,1639,6459,35.11,8.773229786032473,793,461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,MVM GTER Zrt.,HU,Lőrinci Gázturbinás Erőmű,2013,0,3111,35.11,8.042699496897637,793,461,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
134,MVM GTER Zrt.,HU,Lőrinci Gázturbinás Erőmű,2014,0,2430,35.11,7.795646536334594,793,461,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
134,MVM GTER Zrt.,HU,Lőrinci Gázturbinás Erőmű,2015,0,4544,35.11,8.421562960400987,793,461,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
134,MVM GTER Zrt.,HU,Lőrinci Gázturbinás Erőmű,2016,0,2499,35.11,7.823645930834952,793,461,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
134,MVM GTER Zrt.,HU,Lőrinci Gázturbinás Erőmű,2017,0,3886,35.11,8.265135629937385,793,461,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
134,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA FUB KOSZALIN,2009,62288,66730,35.30,11.108409905897652,794,458,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA FUB KOSZALIN,2010,62288,64354,35.30,11.072154371154577,794,458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA FUB KOSZALIN,2011,62288,55898,35.30,10.931283880327824,794,458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA FUB KOSZALIN,2012,62288,60338,35.30,11.007717366654944,794,458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA FUB KOSZALIN,2013,42666,55304,35.30,10.9206005176251,794,458,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
134,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA FUB KOSZALIN,2014,35663,46565,35.30,10.748604464955758,794,458,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
134,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA FUB KOSZALIN,2015,29422,58464,35.30,10.976166459177733,794,458,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
134,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA FUB KOSZALIN,2016,23842,56924,35.30,10.949472323803551,794,458,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
134,MEC SP. Z O.O. W KOSZALINIE,PL,CIEPŁOWNIA FUB KOSZALIN,2017,18931,54760,35.30,10.910715279402385,794,458,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
134,Karlshamn Energi AB,SE,HVC Stilleryd,2009,0,218,35.30,5.384495062789089,795,462,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
134,Karlshamn Energi AB,SE,HVC Stilleryd,2010,0,1396,35.30,7.241366283322318,795,462,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
134,Karlshamn Energi AB,SE,HVC Stilleryd,2011,0,1077,35.30,6.981934677156389,795,462,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
134,Karlshamn Energi AB,SE,HVC Stilleryd,2012,0,251,35.30,5.5254529391317835,795,462,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
134,Karlshamn Energi AB,SE,HVC Stilleryd,2013,808,1899,35.30,7.549082710812286,795,462,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
134,Karlshamn Energi AB,SE,HVC Stilleryd,2014,723,1298,35.30,7.168579897264035,795,462,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
134,Karlshamn Energi AB,SE,HVC Stilleryd,2015,640,1384,35.30,7.232733136177615,795,462,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
134,Karlshamn Energi AB,SE,HVC Stilleryd,2016,560,2541,35.30,7.840312983320164,795,462,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
134,Karlshamn Energi AB,SE,HVC Stilleryd,2017,483,434,35.30,6.073044534100405,795,462,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
135,EVN AG,AT,EVN KW Dürnrohr Zwentendorf,2009,901136,751680,35.11,13.530065980452685,796,459,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135,EVN AG,AT,EVN KW Dürnrohr Zwentendorf,2010,901136,888005,35.11,13.696732652589086,796,459,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,EVN AG,AT,EVN KW Dürnrohr Zwentendorf,2011,901136,1277502,35.11,14.060417166616501,796,459,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
135,EVN AG,AT,EVN KW Dürnrohr Zwentendorf,2012,901136,984354,35.11,13.799740867435244,796,459,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,EVN AG,AT,EVN KW Dürnrohr Zwentendorf,2013,67063,1014168,35.11,13.829579129883145,796,459,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
135,EVN AG,AT,EVN KW Dürnrohr Zwentendorf,2014,64296,437437,35.11,12.98868797441081,796,459,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
135,EVN AG,AT,EVN KW Dürnrohr Zwentendorf,2015,61581,654490,35.11,13.39161158537656,796,459,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
135,EVN AG,AT,EVN KW Dürnrohr Zwentendorf,2016,58927,643395,35.11,13.374514122541449,796,459,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
135,EVN AG,AT,EVN KW Dürnrohr Zwentendorf,2017,56330,565981,35.11,13.246315787717277,796,459,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
135,"ACTHERM, spol. s r.o.",CZ,Actherm - teplárna - spalovací zařízení,2009,180486,168442,35.30,12.034346755869585,797,463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"ACTHERM, spol. s r.o.",CZ,Actherm - teplárna - spalovací zařízení,2010,183753,188366,35.30,12.14614215774696,797,463,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"ACTHERM, spol. s r.o.",CZ,Actherm - teplárna - spalovací zařízení,2011,183753,163543,35.30,12.004831231683708,797,463,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"ACTHERM, spol. s r.o.",CZ,Actherm - teplárna - spalovací zařízení,2012,183753,168022,35.30,12.031850202192834,797,463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,"ACTHERM, spol. s r.o.",CZ,Actherm - teplárna - spalovací zařízení,2013,86829,145525,35.30,11.888103172139937,797,463,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,"ACTHERM, spol. s r.o.",CZ,Actherm - teplárna - spalovací zařízení,2014,76172,143258,35.30,11.872402479439971,797,463,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,"ACTHERM, spol. s r.o.",CZ,Actherm - teplárna - spalovací zařízení,2015,65646,142923,35.30,11.870061302681107,797,463,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
135,"ACTHERM, spol. s r.o.",CZ,Actherm - teplárna - spalovací zařízení,2016,55263,134593,35.30,11.810010688896872,797,463,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
135,"ACTHERM, spol. s r.o.",CZ,Actherm - teplárna - spalovací zařízení,2017,45016,136594,35.30,11.824768301288845,797,463,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
135,MVM MIFŰ Miskolci Fûtõerõmû Kft.,HU,Miskolc Tatár utcai Gázmotoros Fűtőerőmű,2009,61024,58911,35.11,10.98378310941834,798,464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,MVM MIFŰ Miskolci Fûtõerõmû Kft.,HU,Miskolc Tatár utcai Gázmotoros Fűtőerőmű,2010,61024,60704,35.11,11.013764872734741,798,464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,MVM MIFŰ Miskolci Fûtõerõmû Kft.,HU,Miskolc Tatár utcai Gázmotoros Fűtőerőmű,2011,61024,44972,35.11,10.713795352869651,798,464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,MVM MIFŰ Miskolci Fûtõerõmû Kft.,HU,Miskolc Tatár utcai Gázmotoros Fűtőerőmű,2012,61024,28195,35.11,10.246899936241283,798,464,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,MVM MIFŰ Miskolci Fûtõerõmû Kft.,HU,Miskolc Tatár utcai Gázmotoros Fűtőerőmű,2013,21744,22556,35.11,10.023756384927072,798,464,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,MVM MIFŰ Miskolci Fûtõerõmû Kft.,HU,Miskolc Tatár utcai Gázmotoros Fűtőerőmű,2014,9729,14042,35.11,9.549808117577195,798,464,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
