year,registry_code,accountholder_id_trans_data,installation_id_trans_data,net_ac_tot_inst,net_ac_ext_inst,annual_change_bank_inst,bank_inst,installationidentifier
2009,FI,6938,FI_112,0,0,7,25,112
2010,FI,6938,FI_112,0,0,0,25,112
2011,FI,6938,FI_112,0,0,4,29,112
2012,FI,6938,FI_112,0,0,-5,24,112
2014,FI,6938,FI_112,9,9,-24,0,112
2015,FI,6938,FI_112,500,500,308,308,112
2016,FI,6938,FI_112,0,0,-2,306,112
2017,FI,6938,FI_112,1898,1898,1694,2000,112
2009,FI,6938,FI_113,8295,8295,-1854,131,113
2010,FI,6938,FI_113,8000,8000,469,600,113
2011,FI,6938,FI_113,0,0,-294,306,113
2012,FI,6938,FI_113,1164,1164,-306,0,113
2013,FI,6938,FI_113,0,0,6512,6512,113
2014,FI,6938,FI_113,0,0,-1366,5146,113
2015,FI,6938,FI_113,2,0,-3192,1954,113
2016,FI,6938,FI_113,0,0,7,1961,113
2017,FI,6938,FI_113,8684,8684,5473,7434,113
2010,FI,6938,FI_114,2,2,0,0,114
2012,FI,6938,FI_114,1,0,1,1,114
2016,FI,6938,FI_114,0,0,-1,0,114
2017,FI,6938,FI_114,102,102,100,100,114
2009,FI,6938,FI_115,15,15,1,4,115
2010,FI,6938,FI_115,0,0,-3,1,115
2011,FI,6938,FI_115,0,0,1,2,115
2015,FI,6938,FI_115,-2,0,-2,0,115
2016,FI,6938,FI_115,124,124,100,100,115
2017,FI,6938,FI_115,425,425,400,500,115
2009,FI,6938,FI_116,0,0,26,82,116
2010,FI,6938,FI_116,0,0,23,105,116
2011,FI,6938,FI_116,-1,-1,25,130,116
2012,FI,6938,FI_116,0,0,-6,124,116
2016,FI,6938,FI_116,0,0,-1,123,116
2017,FI,6938,FI_116,4884,4884,4877,5000,116
2009,FI,6939,FI_147,118500,118500,54348,514761,147
2010,FI,6939,FI_147,-30001,-30001,-115707,399054,147
2011,FI,6939,FI_147,91001,91001,206685,605739,147
2012,FI,6939,FI_147,111000,111000,-326249,279490,147
2013,FI,6939,FI_147,-102925,-102925,-95752,183738,147
2014,FI,6939,FI_147,92880,92880,-41328,142410,147
2015,FI,6939,FI_147,131036,120036,-10442,131968,147
2016,FI,6939,FI_147,121597,121597,-24960,107008,147
2017,FI,6939,FI_147,104499,104499,-94512,12496,147
2012,FI,6939,FI_148,-2158,1442,-5590,1267,148
2013,FI,6939,FI_148,227,227,537,1804,148
2014,FI,6939,FI_148,0,0,-596,1208,148
2015,FI,6939,FI_148,0,0,341,1549,148
2016,FI,6939,FI_148,0,0,-162,1387,148
2017,FI,6939,FI_148,-100,-100,-374,1013,148
2012,FI,6939,FI_149,0,1000,-2428,2390,149
2013,FI,6939,FI_149,1006,1006,3319,5709,149
2014,FI,6939,FI_149,-1,-1,-525,5184,149
2015,FI,6939,FI_149,-2000,0,-2646,2538,149
2016,FI,6939,FI_149,-2000,0,-1685,853,149
2017,FI,6939,FI_149,0,0,-590,263,149
2012,FI,6939,FI_152,3500,0,724,747,152
2013,FI,6939,FI_152,1036,36,-568,179,152
2014,FI,6939,FI_152,2000,0,366,545,152
2015,FI,6939,FI_152,2000,0,1354,1899,152
2016,FI,6939,FI_152,0,0,-567,1332,152
2017,FI,6939,FI_152,0,0,-732,600,152
2012,FI,6939,FI_153,1100,0,-14,42,153
2013,FI,6939,FI_153,6,6,1389,1431,153
2014,FI,6939,FI_153,0,0,-14,1417,153
2015,FI,6939,FI_153,0,0,621,2038,153
2016,FI,6939,FI_153,0,0,938,2976,153
2017,FI,6939,FI_153,0,0,-252,2724,153
2012,FI,6939,FI_154,116,116,-1262,4418,154
2013,FI,6939,FI_154,1209,1209,2581,6999,154
2014,FI,6939,FI_154,-1,-1,-760,6239,154
2015,FI,6939,FI_154,-5000,0,-4755,1484,154
2016,FI,6939,FI_154,0,0,72,1556,154
2017,FI,6939,FI_154,0,0,-78,1478,154
2012,FI,6939,FI_534,1442,1442,-2302,1276,534
2013,FI,6939,FI_534,227,227,7738,9014,534
2014,FI,6939,FI_534,-2000,0,-2538,6476,534
2015,FI,6939,FI_534,-5000,0,-6285,191,534
2016,FI,6939,FI_534,2000,0,643,834,534
2017,FI,6939,FI_534,1000,0,-376,458,534
2012,FI,6939,FI_630,0,0,-149,1784,630
2013,FI,6939,FI_630,-79,921,526,2310,630
2014,FI,6939,FI_630,0,0,-23,2287,630
2015,FI,6939,FI_630,-1000,0,-1053,1234,630
2016,FI,6939,FI_630,0,0,-14,1220,630
2017,FI,6939,FI_630,-1000,0,-1091,129,630
2009,FI,6940,FI_129,-3574,-3574,0,0,129
2010,FI,6940,FI_129,-4324,-4324,0,0,129
2011,FI,6940,FI_129,-4747,-4747,0,0,129
2012,FI,6940,FI_129,796,796,0,0,129
2013,FI,6940,FI_129,-3002,-3002,0,0,129
2014,FI,6940,FI_129,216,216,0,0,129
2015,FI,6940,FI_129,20,20,0,0,129
2016,FI,6940,FI_129,179,179,0,0,129
2017,FI,6940,FI_129,4,4,0,0,129
2009,FI,6940,FI_130,-9057,-9057,0,0,130
2010,FI,6940,FI_130,-10991,-10991,0,0,130
2011,FI,6940,FI_130,-9765,-9765,0,0,130
2012,FI,6940,FI_130,1385,1385,0,0,130
2013,FI,6940,FI_130,-10228,-10228,0,0,130
2014,FI,6940,FI_130,1945,1945,0,0,130
2015,FI,6940,FI_130,245,245,2095,2095,130
2016,FI,6940,FI_130,-948,-948,-2095,0,130
2017,FI,6940,FI_130,380,380,0,0,130
2009,FI,6940,FI_131,-4,-4,0,0,131
2010,FI,6940,FI_131,-24,-24,0,0,131
2012,FI,6940,FI_131,0,0,0,0,131
2009,FI,6940,FI_132,-7,-7,0,0,132
2010,FI,6940,FI_132,15,15,0,0,132
2011,FI,6940,FI_132,15,15,0,0,132
2009,FI,6940,FI_134,-6,-6,0,0,134
2010,FI,6940,FI_134,2290,2290,0,0,134
2011,FI,6940,FI_134,-374,-374,0,0,134
2012,FI,6940,FI_134,8784,8784,0,0,134
2009,FI,6940,FI_135,214,214,0,0,135
2010,FI,6940,FI_135,1143,1143,0,0,135
2011,FI,6940,FI_135,143,0,0,0,135
2012,FI,6940,FI_135,134,134,0,0,135
2013,FI,6940,FI_135,-1162,-1162,0,0,135
2014,FI,6940,FI_135,23,23,0,0,135
2015,FI,6940,FI_135,2,2,0,0,135
2016,FI,6940,FI_135,64,64,0,0,135
2017,FI,6940,FI_135,178,178,0,0,135
2009,FI,6940,FI_136,-15846,-15846,0,0,136
2010,FI,6940,FI_136,-23316,-23316,0,0,136
2011,FI,6940,FI_136,-27982,-27982,0,0,136
2012,FI,6940,FI_136,5559,5559,0,0,136
2013,FI,6940,FI_136,-50545,-50545,0,0,136
2014,FI,6940,FI_136,2097,2097,0,0,136
2015,FI,6940,FI_136,3219,3219,11786,11786,136
2016,FI,6940,FI_136,-19812,-19812,-11786,0,136
2017,FI,6940,FI_136,918,918,2757,2757,136
2009,FI,6940,FI_478,-9771,-9771,0,0,478
2010,FI,6940,FI_478,-15714,-15714,0,0,478
2011,FI,6940,FI_478,-20082,-20039,0,0,478
2012,FI,6940,FI_478,7418,7418,0,0,478
2013,FI,6940,FI_478,-23732,-23732,0,0,478
2014,FI,6940,FI_478,4833,4833,0,0,478
2015,FI,6940,FI_478,3973,3973,6505,6505,478
2016,FI,6940,FI_478,-11264,-11264,-6505,0,478
2017,FI,6940,FI_478,3372,3372,0,0,478
2009,FI,6940,FI_540,3025,3025,0,0,540
2010,FI,6940,FI_540,719,719,0,0,540
2011,FI,6940,FI_540,-100,0,0,0,540
2012,FI,6940,FI_540,256,256,0,0,540
2013,FI,6940,FI_540,-6706,-6706,0,0,540
2014,FI,6940,FI_540,220,220,0,0,540
2015,FI,6940,FI_540,4,4,0,0,540
2016,FI,6940,FI_540,204,204,0,0,540
2017,FI,6940,FI_540,33,33,0,0,540
2009,FI,6941,FI_541,-9659,-9659,3615,9034,541
2010,FI,6941,FI_541,-18787,-18787,-9034,0,541
2011,FI,6941,FI_541,0,0,10024,10024,541
2012,FI,6941,FI_541,-9800,-10000,-9923,101,541
2013,FI,6941,FI_541,-16000,-16000,15357,15458,541
2014,FI,6941,FI_541,-14730,-14472,-14930,528,541
2015,FI,6941,FI_541,0,0,11425,11953,541
2016,FI,6941,FI_541,0,0,9799,21752,541
2017,FI,6941,FI_541,0,0,3664,25416,541
2009,FI,6941,FI_565,-92,-92,7,99,565
2010,FI,6941,FI_565,-194,-194,-99,0,565
2011,FI,6941,FI_565,0,0,105,105,565
2013,FI,6941,FI_565,0,0,11,116,565
2014,FI,6941,FI_565,58,0,58,174,565
2015,FI,6941,FI_565,0,0,-1,173,565
2016,FI,6941,FI_565,0,0,-28,145,565
2017,FI,6941,FI_565,0,0,4,149,565
2009,FI,6941,FI_566,-116,-116,12,128,566
2010,FI,6941,FI_566,-267,-267,-128,0,566
2011,FI,6941,FI_566,0,0,110,110,566
2012,FI,6941,FI_566,0,0,-1,109,566
2013,FI,6941,FI_566,0,0,41,150,566
2014,FI,6941,FI_566,76,0,76,226,566
2015,FI,6941,FI_566,0,0,-2,224,566
2016,FI,6941,FI_566,0,0,-2,222,566
2009,FI,6941,FI_567,-133,-133,81,214,567
2010,FI,6941,FI_567,-227,-227,-123,91,567
2011,FI,6941,FI_567,0,0,202,293,567
2012,FI,6941,FI_567,-200,0,-258,35,567
2013,FI,6941,FI_567,0,0,115,150,567
2014,FI,6941,FI_567,124,0,116,266,567
2015,FI,6941,FI_567,0,0,-5,261,567
2016,FI,6941,FI_567,0,0,-9,252,567
2017,FI,6941,FI_567,0,0,-3,249,567
2010,FI,6942,FI_32,100,0,92,92,32
2011,FI,6942,FI_32,0,0,-9,83,32
2012,FI,6942,FI_32,0,0,-7,76,32
2013,FI,6942,FI_32,0,0,-3,73,32
2014,FI,6942,FI_32,0,0,-1,72,32
2015,FI,6942,FI_32,0,0,-12,60,32
2009,FI,6942,FI_33,0,0,263,776,33
2010,FI,6942,FI_33,0,0,263,1039,33
2011,FI,6942,FI_33,0,0,263,1302,33
2013,FI,6942,FI_33,0,0,-3,1299,33
2014,FI,6942,FI_33,144,144,144,1443,33
2015,FI,6942,FI_33,-1443,0,-1443,0,33
2009,FI,6942,FI_34,0,0,34548,137024,34
2010,FI,6942,FI_34,0,0,9087,146111,34
2011,FI,6942,FI_34,50000,50000,71005,217116,34
2012,FI,6942,FI_34,50676,50676,-85301,131815,34
2013,FI,6942,FI_34,0,0,53855,185670,34
2014,FI,6942,FI_34,36499,36499,-27310,158360,34
2015,FI,6942,FI_34,1443,0,63381,221741,34
2016,FI,6942,FI_34,0,0,-17334,204407,34
2017,FI,6942,FI_34,0,0,-16939,187468,34
2009,FI,6942,FI_35,0,0,1429,4619,35
2010,FI,6942,FI_35,0,0,967,5586,35
2011,FI,6942,FI_35,0,0,798,6384,35
2012,FI,6942,FI_35,0,0,-605,5779,35
2013,FI,6942,FI_35,0,0,-519,5260,35
2014,FI,6942,FI_35,928,928,729,5989,35
2015,FI,6942,FI_35,0,0,-791,5198,35
2016,FI,6942,FI_35,0,0,-1872,3326,35
2017,FI,6942,FI_35,0,0,-39,3287,35
2009,FI,6942,FI_36,0,0,-25,140,36
2010,FI,6942,FI_36,100,0,-88,52,36
2011,FI,6942,FI_36,0,0,-27,25,36
2012,FI,6942,FI_36,1000,0,632,657,36
2013,FI,6942,FI_36,0,0,2262,2919,36
2014,FI,6942,FI_36,143,143,832,3751,36
2015,FI,6942,FI_36,0,0,474,4225,36
2016,FI,6942,FI_36,0,0,439,4664,36
2017,FI,6942,FI_36,0,0,358,5022,36
2009,FI,6942,FI_543,0,0,4271,8509,543
2010,FI,6942,FI_543,0,0,1678,10187,543
2011,FI,6942,FI_543,0,0,2206,12393,543
2012,FI,6942,FI_543,-1000,0,-2226,10167,543
2013,FI,6942,FI_543,-100,-100,-43,10124,543
2014,FI,6942,FI_543,1669,1669,1523,11647,543
2015,FI,6942,FI_543,0,0,-419,11228,543
2016,FI,6942,FI_543,0,0,-1856,9372,543
2017,FI,6942,FI_543,0,0,-889,8483,543
2009,FI,6942,FI_584,0,0,1804,5388,584
2010,FI,6942,FI_584,-300,0,1447,6835,584
2011,FI,6942,FI_584,0,0,1755,8590,584
2012,FI,6942,FI_584,0,0,-62,8528,584
2013,FI,6942,FI_584,0,0,-18,8510,584
2014,FI,6942,FI_584,992,992,960,9470,584
2015,FI,6942,FI_584,0,0,-8,9462,584
2016,FI,6942,FI_584,0,0,-54,9408,584
2017,FI,6942,FI_584,0,0,-27,9381,584
2010,FI,6942,FI_647,100,0,851,851,647
2011,FI,6942,FI_647,0,0,473,1324,647
2012,FI,6942,FI_647,0,0,-1,1323,647
2013,FI,6942,FI_647,0,0,-1,1322,647
2014,FI,6942,FI_647,136,136,136,1458,647
2016,FI,6942,FI_647,-500,-500,-504,954,647
2017,FI,6942,FI_647,0,0,-1,953,647
2009,FI,6945,FI_138,0,0,-327,1007,138
2010,FI,6945,FI_138,-20,-20,194,1201,138
2011,FI,6945,FI_138,5,5,-53,1148,138
2009,FI,6946,FI_549,-6200,-1000,-772,11618,549
2010,FI,6946,FI_549,-3000,0,1744,13362,549
2011,FI,6946,FI_549,0,0,6268,19630,549
2012,FI,6946,FI_549,-2100,-1100,-2815,16815,549
2013,FI,6946,FI_549,0,0,23406,40221,549
2014,FI,6946,FI_549,4028,4028,13602,53823,549
2015,FI,6946,FI_549,0,0,8434,62257,549
2016,FI,6946,FI_549,0,0,7136,69393,549
2017,FI,6946,FI_549,0,0,-244,69149,549
2009,FI,6946,FI_560,100,0,55,55,560
2010,FI,6946,FI_560,1000,0,935,990,560
2011,FI,6946,FI_560,0,0,-110,880,560
2012,FI,6946,FI_560,0,0,-99,781,560
2013,FI,6946,FI_560,0,0,40,821,560
2014,FI,6946,FI_560,0,0,-9,812,560
2015,FI,6946,FI_560,0,0,-152,660,560
2016,FI,6946,FI_560,0,0,5,665,560
2017,FI,6946,FI_560,0,0,-82,583,560
2009,FI,6946,FI_562,5000,0,3340,3393,562
2010,FI,6946,FI_562,0,0,-2347,1046,562
2011,FI,6946,FI_562,0,0,-875,171,562
2012,FI,6946,FI_562,1000,0,-153,18,562
2013,FI,6946,FI_562,0,0,1913,1931,562
2014,FI,6946,FI_562,0,0,-224,1707,562
2015,FI,6946,FI_562,0,0,171,1878,562
2016,FI,6946,FI_562,0,0,-65,1813,562
2017,FI,6946,FI_562,0,0,-167,1646,562
2009,FI,6946,FI_563,100,0,9,57,563
2010,FI,6946,FI_563,1000,0,904,961,563
2011,FI,6946,FI_563,0,0,-41,920,563
2012,FI,6946,FI_563,0,0,-59,861,563
2013,FI,6946,FI_563,0,0,-2,859,563
2014,FI,6946,FI_563,0,0,-5,854,563
2016,FI,6946,FI_563,0,0,-44,810,563
2017,FI,6946,FI_563,0,0,-10,800,563
2010,FI,6946,FI_655,1000,0,844,844,655
2011,FI,6946,FI_655,0,0,-63,781,655
2012,FI,6946,FI_655,0,0,-60,721,655
2013,FI,6946,FI_655,0,0,-7,714,655
2014,FI,6946,FI_655,0,0,-37,677,655
2015,FI,6946,FI_655,0,0,-13,664,655
2016,FI,6946,FI_655,0,0,-69,595,655
2017,FI,6946,FI_655,0,0,-74,521,655
2009,FI,6947,FI_552,-27000,-27000,-8073,346,552
2010,FI,6947,FI_552,-5000,-5000,11370,11716,552
2011,FI,6947,FI_552,-25000,-25000,-8056,3660,552
2012,FI,6947,FI_552,6000,6000,-3205,455,552
2013,FI,6947,FI_552,0,0,4865,5320,552
2014,FI,6947,FI_552,-5320,-5320,-5320,0,552
2012,FI,6948,FI_56,98,98,-14734,0,56
2013,FI,6948,FI_56,-2260,-2260,16142,16142,56
2014,FI,6948,FI_56,-3547,-3547,-1842,14300,56
2015,FI,6948,FI_56,-1585,-1585,-1783,12517,56
2016,FI,6948,FI_56,3000,3000,1324,13841,56
2017,FI,6948,FI_56,0,0,-4116,9725,56
2012,FI,6948,FI_63,0,0,-8246,14540,63
2013,FI,6948,FI_63,-1043,-1043,2240,16780,63
2014,FI,6948,FI_63,1043,1043,-1822,14958,63
2015,FI,6948,FI_63,-36,-36,-2127,12831,63
2016,FI,6948,FI_63,1,1,-2739,10092,63
2017,FI,6948,FI_63,-2100,-2100,-4944,5148,63
2012,FI,6948,FI_453,0,0,-1020,1640,453
2013,FI,6948,FI_453,0,0,41493,43133,453
2014,FI,6948,FI_453,0,0,18608,61741,453
2015,FI,6948,FI_453,0,0,17433,79174,453
2016,FI,6948,FI_453,-10000,-10000,6494,85668,453
2017,FI,6948,FI_453,-30000,-30000,-12358,73310,453
2009,FI,6948,FI_455,-9000,-9000,26151,47770,455
2010,FI,6948,FI_455,-14800,-14800,-4356,43414,455
2011,FI,6948,FI_455,-1015,-1015,14705,58119,455
2012,FI,6948,FI_455,-12941,-12941,-38661,19458,455
2013,FI,6948,FI_455,0,0,2917,22375,455
2014,FI,6948,FI_455,8502,5146,-7867,14508,455
2015,FI,6948,FI_455,30000,30000,13034,27542,455
2016,FI,6948,FI_455,30002,30002,10366,37908,455
2017,FI,6948,FI_455,15000,15000,-5053,32855,455
2009,FI,6948,FI_456,-4000,-4000,30501,67110,456
2010,FI,6948,FI_456,-63503,-63503,-11953,55157,456
2011,FI,6948,FI_456,-54058,-54058,267,55424,456
2012,FI,6948,FI_456,-52772,-50138,-55424,0,456
2013,FI,6948,FI_456,-15459,-15459,18633,18633,456
2014,FI,6948,FI_456,22179,22179,38240,56873,456
2015,FI,6948,FI_456,-67876,-67876,-52910,3963,456
2016,FI,6948,FI_456,-15200,-15200,-442,3521,456
2017,FI,6948,FI_456,-400,-400,13777,17298,456
2009,FI,6948,FI_457,4308,4308,-274,0,457
2010,FI,6948,FI_457,8317,8317,3036,3036,457
2011,FI,6948,FI_457,4678,4678,216,3252,457
2012,FI,6948,FI_457,5822,5822,-3252,0,457
2013,FI,6948,FI_457,0,0,3411,3411,457
2014,FI,6948,FI_457,4296,4296,-3411,0,457
2015,FI,6948,FI_457,11025,11025,7927,7927,457
2016,FI,6948,FI_457,3000,0,-123,7804,457
2017,FI,6948,FI_457,-2700,-2700,-5147,2657,457
2009,FI,6948,FI_458,0,0,1415,67450,458
2010,FI,6948,FI_458,0,0,2073,69523,458
2011,FI,6948,FI_458,28615,28615,37546,107069,458
2012,FI,6948,FI_458,-299,-299,-53418,53651,458
2013,FI,6948,FI_458,-1663,-1663,26929,80580,458
2014,FI,6948,FI_458,-6463,-3107,-17292,63288,458
2015,FI,6948,FI_458,0,0,5113,68401,458
2016,FI,6948,FI_458,0,0,-13695,54706,458
2017,FI,6948,FI_458,0,0,-41108,13598,458
2009,FI,6948,FI_459,1660,1660,-93,21,459
2010,FI,6948,FI_459,5978,5978,1985,2006,459
2011,FI,6948,FI_459,1779,1779,103,2109,459
2012,FI,6948,FI_459,2950,2950,-2109,0,459
2013,FI,6948,FI_459,-21659,-21659,4364,4364,459
2014,FI,6948,FI_459,-2905,-2905,-4364,0,459
2015,FI,6948,FI_459,-18559,-18559,2382,2382,459
2016,FI,6948,FI_459,-7000,-4000,148,2530,459
2017,FI,6948,FI_459,-1000,-1000,5119,7649,459
2009,FI,6948,FI_460,0,0,-1114,5428,460
2010,FI,6948,FI_460,7211,7211,3756,9184,460
2011,FI,6948,FI_460,3907,3907,57,9241,460
2012,FI,6948,FI_460,5222,5222,-9241,0,460
2013,FI,6948,FI_460,0,0,6657,6657,460
2014,FI,6948,FI_460,-1168,-1168,-6657,0,460
2015,FI,6948,FI_460,-607,-607,4176,4176,460
2016,FI,6948,FI_460,-2500,-2500,-1018,3158,460
2017,FI,6948,FI_460,-1288,-1288,-3158,0,460
2009,FI,6948,FI_461,200,200,-291,10,461
2010,FI,6948,FI_461,2324,2324,951,961,461
2011,FI,6948,FI_461,924,924,-17,944,461
2012,FI,6948,FI_461,681,681,-944,0,461
2013,FI,6948,FI_461,-19170,-19170,1412,1412,461
2014,FI,6948,FI_461,-432,-432,8695,10107,461
2015,FI,6948,FI_461,-18005,-18005,-8996,1111,461
2016,FI,6948,FI_461,-6200,-6200,1500,2611,461
2017,FI,6948,FI_461,-2200,-2200,-2599,12,461
2012,FI,6948,FI_462,6312,3678,-58422,274,462
2013,FI,6948,FI_462,78225,78225,40454,40728,462
2014,FI,6948,FI_462,13345,13345,-31707,9021,462
2015,FI,6948,FI_462,40777,40777,-1126,7895,462
2016,FI,6948,FI_462,31075,31075,-6315,1580,462
2017,FI,6948,FI_462,35700,35700,4239,5819,462
2009,FI,6948,FI_467,350,350,-491,95,467
2010,FI,6948,FI_467,599,599,460,555,467
2011,FI,6948,FI_467,-94,-94,-79,476,467
2012,FI,6948,FI_467,-222,-222,-476,0,467
2013,FI,6948,FI_467,-18030,-18030,17864,17864,467
2014,FI,6948,FI_467,-16572,-16572,-17864,0,467
2015,FI,6948,FI_467,-11417,-11417,10683,10683,467
2016,FI,6948,FI_467,0,0,8087,18770,467
2017,FI,6948,FI_467,-18284,-18284,-11000,7770,467
2012,FI,6948,FI_486,-36050,-36050,-37060,13716,486
2013,FI,6948,FI_486,-1007,-1007,71795,85511,486
2014,FI,6948,FI_486,-83541,-83541,-85511,0,486
2015,FI,6948,FI_486,-21622,-21622,20894,20894,486
2016,FI,6948,FI_486,-18092,-18092,-2884,18010,486
2017,FI,6948,FI_486,-16515,-16515,-2790,15220,486
2009,FI,6948,FI_553,0,0,8796,28281,553
2010,FI,6948,FI_553,-23624,-23624,-14917,13364,553
2011,FI,6948,FI_553,-10572,-10572,-309,13055,553
2012,FI,6948,FI_553,-9918,-9918,-13055,0,553
2013,FI,6948,FI_553,-20054,-20054,1781,1781,553
2014,FI,6948,FI_553,-886,-886,9363,11144,553
2015,FI,6948,FI_553,-20067,-20067,-10144,1000,553
2016,FI,6948,FI_553,-8000,-8000,1836,2836,553
2017,FI,6948,FI_553,-2200,-2200,7027,9863,553
2012,FI,6948,FI_568,-10000,-10000,-10062,20844,568
2013,FI,6948,FI_568,0,0,26449,47293,568
2014,FI,6948,FI_568,0,0,12846,60139,568
2015,FI,6948,FI_568,0,0,12588,72727,568
2016,FI,6948,FI_568,-20000,-20000,-7730,64997,568
2017,FI,6948,FI_568,0,0,11970,76967,568
2012,FI,6949,FI_14,-48,-48,-68,0,14
2013,FI,6949,FI_14,503,503,496,496,14
2014,FI,6949,FI_14,0,0,-26,470,14
2015,FI,6949,FI_14,0,0,-7,463,14
2016,FI,6949,FI_14,0,0,-10,453,14
2017,FI,6949,FI_14,-276,-276,-291,162,14
2012,FI,6949,FI_20,-117213,-117213,-250727,14581,20
2013,FI,6949,FI_20,0,1,78028,92609,20
2014,FI,6949,FI_20,14681,14681,-9968,82641,20
2015,FI,6949,FI_20,5500,0,-11151,71490,20
2016,FI,6949,FI_20,39620,39620,-9928,61562,20
2017,FI,6949,FI_20,60994,60994,-9538,52024,20
2012,FI,6949,FI_21,-24644,-24644,-30514,0,21
2013,FI,6949,FI_21,-3000,-2999,1562,1562,21
2014,FI,6949,FI_21,1143,1143,1038,2600,21
2015,FI,6949,FI_21,1500,0,493,3093,21
2016,FI,6949,FI_21,691,691,-1513,1580,21
2017,FI,6949,FI_21,1107,1107,-246,1334,21
2012,FI,6949,FI_22,-4489,-4489,-5766,0,22
2013,FI,6949,FI_22,0,1,1346,1346,22
2014,FI,6949,FI_22,215,215,-682,664,22
2015,FI,6949,FI_22,2000,2000,247,911,22
2016,FI,6949,FI_22,0,0,-147,764,22
2017,FI,6949,FI_22,603,603,-231,533,22
2012,FI,6949,FI_24,12417,23,12073,12221,24
2013,FI,6949,FI_24,5,4,-33,12188,24
2014,FI,6949,FI_24,0,0,-37,12151,24
2015,FI,6949,FI_24,-11500,-4500,-11725,426,24
2016,FI,6949,FI_24,0,0,-215,211,24
2017,FI,6949,FI_24,-34,-34,-175,36,24
2012,FI,6949,FI_25,-11117,1277,-12394,0,25
2013,FI,6949,FI_25,-1500,-1499,866,866,25
2014,FI,6949,FI_25,1315,1315,2317,3183,25
2015,FI,6949,FI_25,0,0,-1279,1904,25
2016,FI,6949,FI_25,0,0,-1517,387,25
2017,FI,6949,FI_25,-131,0,-249,138,25
2012,FI,6949,FI_29,-290,-290,-692,0,29
2013,FI,6949,FI_29,25,21,54,54,29
2014,FI,6949,FI_29,500,500,379,433,29
2015,FI,6949,FI_29,0,0,-196,237,29
2016,FI,6949,FI_29,143,143,-140,97,29
2017,FI,6949,FI_29,158,158,-15,82,29
2012,FI,6949,FI_555,-962,-962,-1766,0,555
2013,FI,6949,FI_555,0,1,60,60,555
2014,FI,6949,FI_555,572,572,324,384,555
2015,FI,6949,FI_555,500,500,131,515,555
2016,FI,6949,FI_555,777,777,-294,221,555
2017,FI,6949,FI_555,131,0,-221,0,555
2009,FI,6950,FI_141,58,0,0,0,141
2010,FI,6950,FI_141,43,0,0,0,141
2012,FI,6950,FI_141,12,0,0,0,141
2013,FI,6950,FI_141,101,0,118,118,141
2014,FI,6950,FI_141,0,0,-7,111,141
2015,FI,6950,FI_141,0,0,-24,87,141
2016,FI,6950,FI_141,0,0,3,90,141
2017,FI,6950,FI_141,0,0,-73,17,141
2009,FI,6950,FI_142,-2906,0,-2013,0,142
2010,FI,6950,FI_142,-1456,0,0,0,142
2011,FI,6950,FI_142,243,0,0,0,142
2012,FI,6950,FI_142,815,0,0,0,142
2013,FI,6950,FI_142,141,0,793,793,142
2014,FI,6950,FI_142,0,0,-62,731,142
2015,FI,6950,FI_142,0,0,-7,724,142
2016,FI,6950,FI_142,0,0,-65,659,142
2017,FI,6950,FI_142,0,0,-290,369,142
2009,FI,6950,FI_143,1262,0,0,0,143
2010,FI,6950,FI_143,387,0,0,0,143
2011,FI,6950,FI_143,1070,0,0,0,143
2012,FI,6950,FI_143,349,0,0,0,143
2013,FI,6950,FI_143,12,0,1013,1013,143
2014,FI,6950,FI_143,0,0,-50,963,143
2015,FI,6950,FI_143,0,0,-6,957,143
2016,FI,6950,FI_143,0,0,-44,913,143
2017,FI,6950,FI_143,0,0,-45,868,143
2009,FI,6950,FI_144,1292,0,0,0,144
2010,FI,6950,FI_144,1319,0,0,0,144
2011,FI,6950,FI_144,1550,0,0,0,144
2012,FI,6950,FI_144,2058,0,0,0,144
2013,FI,6950,FI_144,17,0,2100,2100,144
2014,FI,6950,FI_144,119,0,0,2100,144
2015,FI,6950,FI_144,0,0,-218,1882,144
2016,FI,6950,FI_144,0,0,-370,1512,144
2017,FI,6950,FI_144,0,0,-146,1366,144
2009,FI,6950,FI_418,-42609,-10000,-24309,0,418
2010,FI,6950,FI_418,-18567,0,0,0,418
2011,FI,6950,FI_418,-20000,0,0,0,418
2012,FI,6950,FI_418,1937,0,0,0,418
2013,FI,6950,FI_418,1889,0,0,0,418
2014,FI,6950,FI_418,53301,53420,52512,52512,418
2015,FI,6950,FI_418,-45000,0,-46908,5604,418
2016,FI,6950,FI_418,0,0,-673,4931,418
2017,FI,6950,FI_418,0,0,-1475,3456,418
2009,FI,6950,FI_481,8132,-25000,117968,365250,481
2010,FI,6950,FI_481,-206651,-225000,-135912,229338,481
2011,FI,6950,FI_481,27212,10000,133252,362590,481
2012,FI,6950,FI_481,-30795,-25624,-118872,243718,481
2013,FI,6950,FI_481,-57841,-55681,37592,281310,481
2014,FI,6950,FI_481,-187789,-187789,-189719,91591,481
2015,FI,6950,FI_481,-15000,-60000,-4951,86640,481
2016,FI,6950,FI_481,-5000,-5000,-11396,75244,481
2017,FI,6950,FI_481,9174,9174,9745,84989,481
2009,FI,6950,FI_557,-229,0,-154,0,557
2010,FI,6950,FI_557,-75,0,0,0,557
2011,FI,6950,FI_557,-75,0,0,0,557
2009,FI,6952,FI_424,1800,1800,1145,14415,424
2010,FI,6952,FI_424,0,0,-745,13670,424
