year,registry_code,accountholder_id_trans_data,installation_id_trans_data,net_ac_tot_inst,net_ac_ext_inst,annual_change_bank_inst,bank_inst,installationidentifier
2016,FI,6920,FI_360,14670,15000,-8705,9860,360
2017,FI,6920,FI_360,25400,26000,2597,12457,360
2009,FI,6920,FI_361,0,0,-1,11,361
2010,FI,6920,FI_361,0,0,-5,6,361
2011,FI,6920,FI_361,0,0,-3,3,361
2012,FI,6920,FI_361,8,0,-3,0,361
2013,FI,6920,FI_361,20,0,15,15,361
2014,FI,6920,FI_361,0,0,-1,14,361
2015,FI,6920,FI_361,100,0,86,100,361
2016,FI,6920,FI_361,0,0,-30,70,361
2017,FI,6920,FI_361,0,0,-19,51,361
2009,FI,6920,FI_362,0,0,13,43,362
2010,FI,6920,FI_362,0,0,-2,41,362
2011,FI,6920,FI_362,0,0,-1,40,362
2012,FI,6920,FI_362,0,0,-6,34,362
2013,FI,6920,FI_362,0,0,1,35,362
2014,FI,6920,FI_362,0,0,-3,32,362
2015,FI,6920,FI_362,0,0,-4,28,362
2016,FI,6920,FI_362,0,0,-4,24,362
2017,FI,6920,FI_362,0,0,-5,19,362
2009,FI,6920,FI_363,0,0,99,418,363
2010,FI,6920,FI_363,0,0,-161,257,363
2011,FI,6920,FI_363,0,0,37,294,363
2012,FI,6920,FI_363,0,0,-231,63,363
2013,FI,6920,FI_363,0,0,75,138,363
2014,FI,6920,FI_363,10,0,-83,55,363
2015,FI,6920,FI_363,100,0,85,140,363
2016,FI,6920,FI_363,300,0,37,177,363
2017,FI,6920,FI_363,0,0,1,178,363
2009,FI,6920,FI_364,0,0,-1,2,364
2013,FI,6920,FI_364,0,0,2,4,364
2015,FI,6920,FI_364,0,0,-3,1,364
2016,FI,6920,FI_364,30,0,16,17,364
2017,FI,6920,FI_364,0,0,-1,16,364
2012,FI,6921,FI_53,-123171,-114077,-184918,28982,53
2013,FI,6921,FI_53,14124,14207,112032,141014,53
2014,FI,6921,FI_53,-81612,-90000,-77091,63923,53
2015,FI,6921,FI_53,-5000,-5000,-5358,58565,53
2016,FI,6921,FI_53,-352,-157,-5866,52699,53
2017,FI,6921,FI_53,0,0,-7193,45506,53
2012,FI,6921,FI_90,-1860,11,-1871,0,90
2013,FI,6921,FI_90,3,3,6,6,90
2014,FI,6921,FI_90,9,0,-3,3,90
2015,FI,6921,FI_90,1,0,-3,0,90
2016,FI,6921,FI_90,18,0,0,0,90
2017,FI,6921,FI_90,0,0,2,2,90
2012,FI,6921,FI_365,7456,660,0,0,365
2013,FI,6921,FI_365,96,103,8744,8744,365
2014,FI,6921,FI_365,0,0,948,9692,365
2015,FI,6921,FI_365,-3726,0,-5940,3752,365
2016,FI,6921,FI_365,0,0,-2392,1360,365
2017,FI,6921,FI_365,2945,0,1815,3175,365
2012,FI,6921,FI_367,-278,9,-287,0,367
2013,FI,6921,FI_367,12,12,159,159,367
2014,FI,6921,FI_367,136,0,111,270,367
2015,FI,6921,FI_367,-195,0,-200,70,367
2016,FI,6921,FI_367,15,0,-70,0,367
2017,FI,6921,FI_367,25,0,27,27,367
2013,FI,6921,FI_368,7,0,0,0,368
2014,FI,6921,FI_368,0,0,0,0,368
2015,FI,6921,FI_368,0,0,3,3,368
2016,FI,6921,FI_368,0,0,1,4,368
2017,FI,6921,FI_368,0,0,2,6,368
2012,FI,6921,FI_369,11315,998,0,0,369
2013,FI,6921,FI_369,129,133,7571,7571,369
2014,FI,6921,FI_369,-1976,0,-6342,1229,369
2015,FI,6921,FI_369,2086,0,5242,6471,369
2016,FI,6921,FI_369,0,0,-1896,4575,369
2017,FI,6921,FI_369,1829,0,-2602,1973,369
2013,FI,6921,FI_372,4,0,0,0,372
2014,FI,6921,FI_372,0,0,2,2,372
2015,FI,6921,FI_372,0,0,1,3,372
2016,FI,6921,FI_372,0,0,-1,2,372
2017,FI,6921,FI_372,0,0,0,2,372
2012,FI,6921,FI_376,-27,0,-27,0,376
2013,FI,6921,FI_376,0,0,2,2,376
2015,FI,6921,FI_376,0,0,-1,1,376
2016,FI,6921,FI_376,0,0,0,1,376
2012,FI,6921,FI_377,-255,0,-255,0,377
2013,FI,6921,FI_377,0,0,76,76,377
2014,FI,6921,FI_377,1,0,42,118,377
2015,FI,6921,FI_377,-118,0,-60,58,377
2016,FI,6921,FI_377,-68,0,-45,13,377
2017,FI,6921,FI_377,-4,0,13,26,377
2012,FI,6921,FI_378,1384,4111,-6414,0,378
2013,FI,6921,FI_378,649,649,4416,4416,378
2014,FI,6921,FI_378,-6557,0,-4416,0,378
2015,FI,6921,FI_378,1164,0,5306,5306,378
2016,FI,6921,FI_378,-18,0,10046,15352,378
2017,FI,6921,FI_378,-6466,-136,-6335,9017,378
2012,FI,6921,FI_381,-945,407,-1540,0,381
2013,FI,6921,FI_381,65,65,376,376,381
2014,FI,6921,FI_381,-1,0,293,669,381
2015,FI,6921,FI_381,788,0,-203,466,381
2016,FI,6921,FI_381,85,0,-466,0,381
2017,FI,6921,FI_381,1043,0,237,237,381
2012,FI,6921,FI_591,-1314,191,-1505,0,591
2013,FI,6921,FI_591,180,102,102,102,591
2014,FI,6921,FI_591,0,0,-54,48,591
2015,FI,6921,FI_591,0,0,-16,32,591
2016,FI,6921,FI_591,110,0,-32,0,591
2017,FI,6921,FI_591,83,0,21,21,591
2012,FI,6921,FI_629,-240,0,-240,0,629
2013,FI,6921,FI_629,0,0,7,7,629
2014,FI,6921,FI_629,0,0,4,11,629
2015,FI,6921,FI_629,0,0,7,18,629
2016,FI,6921,FI_629,0,0,3,21,629
2017,FI,6921,FI_629,-21,0,-18,3,629
2012,FI,6921,FI_640,470,230,0,0,640
2013,FI,6921,FI_640,0,0,662,662,640
2014,FI,6921,FI_640,0,0,-101,561,640
2015,FI,6921,FI_640,0,0,-245,316,640
2016,FI,6921,FI_640,71,18,-298,18,640
2017,FI,6921,FI_640,430,0,89,107,640
2009,FI,6922,FI_53,-16993,-9246,61605,216660,53
2010,FI,6922,FI_53,-89820,-77424,-751,215909,53
2011,FI,6922,FI_53,-119579,-116253,-2009,213900,53
2009,FI,6922,FI_90,0,0,371,1129,90
2010,FI,6922,FI_90,0,0,367,1496,90
2011,FI,6922,FI_90,0,0,375,1871,90
2009,FI,6922,FI_365,9450,0,0,0,365
2010,FI,6922,FI_365,6011,0,0,0,365
2011,FI,6922,FI_365,3326,0,0,0,365
2009,FI,6922,FI_367,0,0,409,957,367
2010,FI,6922,FI_367,-1126,0,-957,0,367
2011,FI,6922,FI_367,0,0,287,287,367
2010,FI,6922,FI_368,22,0,0,0,368
2011,FI,6922,FI_368,3,0,0,0,368
2009,FI,6922,FI_369,7747,0,0,0,369
2010,FI,6922,FI_369,6363,0,0,0,369
2011,FI,6922,FI_369,1890,0,0,0,369
2009,FI,6922,FI_371,0,0,32,57,371
2010,FI,6922,FI_371,0,0,32,89,371
2011,FI,6922,FI_371,0,0,31,120,371
2012,FI,6922,FI_371,-115,-120,-120,0,371
2013,FI,6922,FI_371,5,0,20,20,371
2014,FI,6922,FI_371,0,0,-11,9,371
2015,FI,6922,FI_371,0,0,9,18,371
2016,FI,6922,FI_371,-18,-18,-18,0,371
2009,FI,6922,FI_372,10,0,0,0,372
2009,FI,6922,FI_373,0,0,10,25,373
2011,FI,6922,FI_373,-25,0,-25,0,373
2011,FI,6922,FI_375,13,0,0,0,375
2009,FI,6922,FI_376,-11,-1,3,11,376
2010,FI,6922,FI_376,0,0,10,21,376
2011,FI,6922,FI_376,0,0,6,27,376
2009,FI,6922,FI_377,0,0,147,255,377
2010,FI,6922,FI_377,-261,0,-135,120,377
2011,FI,6922,FI_377,0,0,135,255,377
2009,FI,6922,FI_378,-9450,0,-7196,3743,378
2010,FI,6922,FI_378,0,0,342,4085,378
2011,FI,6922,FI_378,0,0,2329,6414,378
2009,FI,6922,FI_381,0,0,253,1135,381
2010,FI,6922,FI_381,0,0,505,1640,381
2011,FI,6922,FI_381,-299,0,-100,1540,381
2009,FI,6922,FI_591,0,0,610,1977,591
2010,FI,6922,FI_591,0,0,740,2717,591
2011,FI,6922,FI_591,-1907,-1,-1212,1505,591
2009,FI,6922,FI_629,0,0,122,122,629
2010,FI,6922,FI_629,0,0,59,181,629
2011,FI,6922,FI_629,0,0,59,240,629
2009,FI,6922,FI_640,0,0,244,244,640
2010,FI,6922,FI_640,1387,0,-244,0,640
2011,FI,6922,FI_640,324,0,0,0,640
2009,FI,6923,FI_512,-2158,-278,4184,4184,512
2010,FI,6923,FI_512,-4184,-2304,-2322,1862,512
2011,FI,6923,FI_512,-841,18,417,2279,512
2012,FI,6923,FI_512,6468,12699,1702,3981,512
2013,FI,6923,FI_512,-1700,-1700,3553,7534,512
2014,FI,6923,FI_512,0,0,535,8069,512
2015,FI,6923,FI_512,7058,0,7484,15553,512
2016,FI,6923,FI_512,0,0,-240,15313,512
2017,FI,6923,FI_512,0,0,23,15336,512
2009,FI,6923,FI_513,82,-1798,6509,6509,513
2010,FI,6923,FI_513,-4629,-6509,-92,6417,513
2011,FI,6923,FI_513,-5558,-6417,-847,5570,513
2012,FI,6923,FI_513,896,-5335,-5570,0,513
2013,FI,6923,FI_513,1700,1700,10973,10973,513
2014,FI,6923,FI_513,0,0,-3915,7058,513
2015,FI,6923,FI_513,-7058,0,-7058,0,513
2009,FI,6924,FI_507,0,0,6735,17721,507
2010,FI,6924,FI_507,0,0,5071,22792,507
2011,FI,6924,FI_507,0,0,6260,29052,507
2012,FI,6924,FI_507,-28000,-28000,-28761,291,507
2014,FI,6924,FI_507,-291,-291,-291,0,507
2009,FI,6925,FI_382,0,0,226,958,382
2010,FI,6925,FI_382,0,0,44,1002,382
2011,FI,6925,FI_382,0,0,268,1270,382
2012,FI,6925,FI_382,0,0,-149,1121,382
2013,FI,6925,FI_382,0,0,242,1363,382
2014,FI,6925,FI_382,0,0,-7,1356,382
2015,FI,6925,FI_382,214,214,202,1558,382
2016,FI,6925,FI_382,0,0,91,1649,382
2017,FI,6925,FI_382,-1412,0,-1457,192,382
2010,FI,6925,FI_383,4,0,0,0,383
2009,FI,6925,FI_384,5000,5000,-3909,30176,384
2010,FI,6925,FI_384,18001,18005,3269,33445,384
2011,FI,6925,FI_384,18000,18000,5848,39293,384
2012,FI,6925,FI_384,9000,9000,-34895,4398,384
2013,FI,6925,FI_384,3000,3000,22355,26753,384
2014,FI,6925,FI_384,15372,15372,-2086,24667,384
2015,FI,6925,FI_384,18573,18573,-5664,19003,384
2016,FI,6925,FI_384,25000,25000,-3183,15820,384
2017,FI,6925,FI_384,22049,20637,-1371,14449,384
2009,FI,6926,FI_508,1500,1500,-8,51876,508
2010,FI,6926,FI_508,1700,1700,11,51887,508
2011,FI,6926,FI_508,22069,22069,15581,67468,508
2012,FI,6926,FI_508,0,0,-55679,11789,508
2013,FI,6926,FI_508,27750,27750,12654,24443,508
2014,FI,6926,FI_508,37467,37467,-99,24344,508
2015,FI,6926,FI_508,37400,37400,5370,29714,508
2016,FI,6926,FI_508,128021,128021,93317,123031,508
2017,FI,6926,FI_508,0,0,-26681,96350,508
2009,FI,6927,FI_509,7200,7200,98,43241,509
2010,FI,6927,FI_509,7200,7200,54,43295,509
2011,FI,6927,FI_509,18364,18364,5429,48724,509
2012,FI,6927,FI_509,0,0,-43561,5163,509
2013,FI,6927,FI_509,16750,16750,18663,23826,509
2014,FI,6927,FI_509,24364,24364,-598,23228,509
2015,FI,6927,FI_509,18500,18500,9128,32356,509
2016,FI,6927,FI_509,96785,96785,81578,113934,509
2017,FI,6927,FI_509,0,0,-13590,100344,509
2009,FI,6928,FI_514,0,0,7412,22031,514
2010,FI,6928,FI_514,-15000,-15000,-10313,11718,514
2011,FI,6928,FI_514,-5000,-5000,1627,13345,514
2012,FI,6928,FI_514,0,0,-4521,8824,514
2013,FI,6928,FI_514,0,0,2217,11041,514
2014,FI,6928,FI_514,5826,5826,6785,17826,514
2015,FI,6928,FI_514,0,0,-1081,16745,514
2016,FI,6928,FI_514,0,0,-1146,15599,514
2017,FI,6928,FI_514,0,0,-1302,14297,514
2009,FI,6934,FI_148,0,0,2131,7128,148
2010,FI,6934,FI_148,-601,-1,-852,6276,148
2011,FI,6934,FI_148,0,0,581,6857,148
2009,FI,6934,FI_149,0,0,1393,6806,149
2010,FI,6934,FI_149,-5004,-4,-5192,1614,149
2011,FI,6934,FI_149,0,0,3204,4818,149
2009,FI,6934,FI_152,500,0,134,170,152
2010,FI,6934,FI_152,500,0,-31,139,152
2011,FI,6934,FI_152,0,0,-116,23,152
2009,FI,6934,FI_153,100,0,80,80,153
2010,FI,6934,FI_153,100,0,19,99,153
2011,FI,6934,FI_153,0,0,-43,56,153
2009,FI,6934,FI_154,0,0,261,3854,154
2010,FI,6934,FI_154,0,0,9,3863,154
2011,FI,6934,FI_154,0,0,1817,5680,154
2010,FI,6934,FI_155,-1509,-1509,-1509,-1509,155
2009,FI,6934,FI_534,0,0,-3241,1530,534
2010,FI,6934,FI_534,5000,0,-827,703,534
2011,FI,6934,FI_534,4000,0,2875,3578,534
2009,FI,6934,FI_630,-600,0,2676,2676,630
2010,FI,6934,FI_630,0,0,1555,4231,630
2011,FI,6934,FI_630,-4000,0,-2298,1933,630
2009,FI,6935,FI_2,0,0,189529,422526,2
2010,FI,6935,FI_2,253387,253387,-422526,0,2
2011,FI,6935,FI_2,684200,684200,0,0,2
2012,FI,6935,FI_2,203802,203802,0,0,2
2013,FI,6935,FI_2,827785,827785,1,1,2
2014,FI,6935,FI_2,5853,5853,-1,0,2
2015,FI,6935,FI_2,4243,4243,0,0,2
2016,FI,6935,FI_2,4167,4167,0,0,2
2009,FI,6935,FI_3,1710804,1710804,-93914,106435,3
2010,FI,6935,FI_3,2232837,2232837,-106435,0,3
2011,FI,6935,FI_3,1154000,1154000,274155,274155,3
2012,FI,6935,FI_3,761368,761368,33122,307277,3
2013,FI,6935,FI_3,1065031,1065031,-303152,4125,3
2014,FI,6935,FI_3,1065848,1065848,-4125,0,3
2015,FI,6935,FI_3,356485,356485,0,0,3
2016,FI,6935,FI_3,838571,838571,1,1,3
2017,FI,6935,FI_3,760108,760108,249347,249348,3
2009,FI,6935,FI_13,0,0,47,141,13
2010,FI,6935,FI_13,-140,-140,-94,47,13
2011,FI,6935,FI_13,55,55,-47,0,13
2012,FI,6935,FI_13,54,54,17,17,13
2013,FI,6935,FI_13,2,2,0,17,13
2014,FI,6935,FI_13,-17,0,-17,0,13
2009,FI,6935,FI_14,0,0,-11,58,14
2010,FI,6935,FI_14,-52,-52,-24,34,14
2011,FI,6935,FI_14,11,11,34,68,14
2009,FI,6935,FI_15,0,0,1117,7209,15
2010,FI,6935,FI_15,1248,1248,-1241,5968,15
2011,FI,6935,FI_15,2835,2835,3431,9399,15
2012,FI,6935,FI_15,4967,1,-6039,3360,15
2013,FI,6935,FI_15,1499,1499,2702,6062,15
2014,FI,6935,FI_15,4447,447,-1529,4533,15
2015,FI,6935,FI_15,3000,0,-697,3836,15
2016,FI,6935,FI_15,2946,2946,-574,3262,15
2017,FI,6935,FI_15,490,490,-508,2754,15
2009,FI,6935,FI_16,0,0,2376,7254,16
2010,FI,6935,FI_16,-7036,-7036,-4754,2500,16
2011,FI,6935,FI_16,540,540,2500,5000,16
2012,FI,6935,FI_16,-4309,-4309,-5000,0,16
2013,FI,6935,FI_16,0,0,768,768,16
2014,FI,6935,FI_16,187,187,168,936,16
2015,FI,6935,FI_16,0,0,-172,764,16
2016,FI,6935,FI_16,407,407,-764,0,16
2017,FI,6935,FI_16,276,276,526,526,16
2009,FI,6935,FI_17,0,0,1,4,17
2010,FI,6935,FI_17,-4,-4,-3,1,17
2011,FI,6935,FI_17,6,6,-1,0,17
2012,FI,6935,FI_17,391,1,384,384,17
2013,FI,6935,FI_17,-1,-1,-1,383,17
2014,FI,6935,FI_17,0,0,-15,368,17
2015,FI,6935,FI_17,0,0,-4,364,17
2017,FI,6935,FI_17,-158,-158,-158,206,17
2009,FI,6935,FI_18,0,0,11264,42482,18
2010,FI,6935,FI_18,-35097,-35097,-26650,15832,18
2011,FI,6935,FI_18,5795,5795,15832,31664,18
2012,FI,6935,FI_18,-27646,1726,-31664,0,18
2013,FI,6935,FI_18,4000,0,1015,1015,18
2014,FI,6935,FI_18,1186,1186,-346,669,18
2015,FI,6935,FI_18,4500,4500,-440,229,18
2016,FI,6935,FI_18,4828,4828,-229,0,18
2017,FI,6935,FI_18,2644,2644,0,0,18
2009,FI,6935,FI_20,0,0,63582,268300,20
2010,FI,6935,FI_20,-111799,-111799,-53222,215078,20
2011,FI,6935,FI_20,0,0,50230,265308,20
2009,FI,6935,FI_21,0,0,6743,27241,21
2010,FI,6935,FI_21,-19219,-19219,-11984,15257,21
2011,FI,6935,FI_21,3219,3219,15257,30514,21
2009,FI,6935,FI_22,0,0,158,3803,22
2010,FI,6935,FI_22,-2674,-2674,-920,2883,22
2011,FI,6935,FI_22,911,911,2883,5766,22
2009,FI,6935,FI_23,800,800,-11441,184,23
2010,FI,6935,FI_23,13877,13877,13378,13562,23
2011,FI,6935,FI_23,5402,5402,13562,27124,23
2012,FI,6935,FI_23,1041,1041,-17297,9827,23
2013,FI,6935,FI_23,-5000,0,3954,13781,23
2014,FI,6935,FI_23,1016,1016,1460,15241,23
2015,FI,6935,FI_23,0,0,-2274,12967,23
2016,FI,6935,FI_23,0,0,-1309,11658,23
2017,FI,6935,FI_23,-1430,0,-3004,8654,23
2009,FI,6935,FI_24,0,0,69,184,24
2010,FI,6935,FI_24,-160,-160,-110,74,24
2011,FI,6935,FI_24,12,12,74,148,24
2009,FI,6935,FI_25,4300,4300,179,179,25
2010,FI,6935,FI_25,1456,1456,6018,6197,25
2011,FI,6935,FI_25,816,816,6197,12394,25
2009,FI,6935,FI_26,-150000,-150000,134892,822961,26
2010,FI,6935,FI_26,193661,193661,211116,1034077,26
2011,FI,6935,FI_26,0,0,84563,1118640,26
2012,FI,6935,FI_26,-306685,-369648,-1118439,201,26
2013,FI,6935,FI_26,486239,486239,395154,395355,26
2014,FI,6935,FI_26,486114,491947,-32605,362750,26
2015,FI,6935,FI_26,385000,385000,-73219,289531,26
2016,FI,6935,FI_26,472314,468932,-93615,195916,26
2017,FI,6935,FI_26,609308,609308,12715,208631,26
2009,FI,6935,FI_27,6500,6500,-15206,102,27
2010,FI,6935,FI_27,19538,19538,14357,14459,27
2011,FI,6935,FI_27,6869,6869,8517,22976,27
2012,FI,6935,FI_27,13296,298,-22810,166,27
2013,FI,6935,FI_27,4999,-1,18917,19083,27
2014,FI,6935,FI_27,16083,16083,-2264,16819,27
2015,FI,6935,FI_27,0,0,-9558,7261,27
2016,FI,6935,FI_27,-727,-143,-1281,5980,27
2017,FI,6935,FI_27,1430,0,-43,5937,27
2009,FI,6935,FI_28,3100,3100,117,117,28
2010,FI,6935,FI_28,2071,2071,854,971,28
2011,FI,6935,FI_28,462,462,332,1303,28
2012,FI,6935,FI_28,1425,1425,-717,586,28
2013,FI,6935,FI_28,-501,-501,93,679,28
2014,FI,6935,FI_28,72,72,426,1105,28
2015,FI,6935,FI_28,500,0,-306,799,28
2016,FI,6935,FI_28,584,0,-307,492,28
2017,FI,6935,FI_28,235,235,-492,0,28
2009,FI,6935,FI_29,0,0,-88,318,29
2010,FI,6935,FI_29,23,23,28,346,29
2011,FI,6935,FI_29,158,158,346,692,29
2009,FI,6935,FI_30,0,0,-11096,28775,30
2010,FI,6935,FI_30,-11001,-11001,2137,30912,30
2011,FI,6935,FI_30,11440,11440,26171,57083,30
2012,FI,6935,FI_30,-22312,3245,-57083,0,30
2013,FI,6935,FI_30,3000,3000,19184,19184,30
2014,FI,6935,FI_30,2317,2317,1210,20394,30
2015,FI,6935,FI_30,0,0,-13681,6713,30
2016,FI,6935,FI_30,-2426,-4,-652,6061,30
2017,FI,6935,FI_30,-1107,-1107,2622,8683,30
2009,FI,6935,FI_47,0,0,12016,37609,47
2010,FI,6935,FI_47,-31307,-31307,-24629,12980,47
2011,FI,6935,FI_47,6167,6167,10949,23929,47
2012,FI,6935,FI_47,-12997,1,-23928,1,47
2013,FI,6935,FI_47,4999,4999,4250,4251,47
2014,FI,6935,FI_47,4972,972,-791,3460,47
2015,FI,6935,FI_47,2000,0,-649,2811,47
2016,FI,6935,FI_47,2422,0,-477,2334,47
2017,FI,6935,FI_47,-603,-603,-1594,740,47
2009,FI,6935,FI_54,0,0,24632,62192,54
2010,FI,6935,FI_54,-25452,-25452,-11298,50894,54
2011,FI,6935,FI_54,0,0,34972,85866,54
2009,FI,6935,FI_55,0,0,6495,23949,55
2010,FI,6935,FI_55,-17975,-17975,-14441,9508,55
2011,FI,6935,FI_55,0,0,9174,18682,55
2009,FI,6935,FI_56,0,0,-7280,3232,56
2010,FI,6935,FI_56,12546,12546,11426,14658,56
2011,FI,6935,FI_56,0,0,76,14734,56
2009,FI,6935,FI_58,0,0,-730,5183,58
2010,FI,6935,FI_58,2445,2445,1794,6977,58
2011,FI,6935,FI_58,0,0,5389,12366,58
2012,FI,6935,FI_58,361,361,0,12366,58
2013,FI,6935,FI_58,-4000,0,-5336,7030,58
2014,FI,6935,FI_58,3476,3476,4852,11882,58
2015,FI,6935,FI_58,-8500,-3000,-8500,3382,58
2016,FI,6935,FI_58,-3382,0,-3382,0,58
2009,FI,6935,FI_60,-856,-856,-856,0,60
2009,FI,6935,FI_61,0,0,1910,5963,61
2010,FI,6935,FI_61,-4200,-4200,-3459,2504,61
2011,FI,6935,FI_61,0,0,2462,4966,61
2012,FI,6935,FI_61,-4965,1,-4965,1,61
2013,FI,6935,FI_61,-1,-1,-1,0,61
2009,FI,6935,FI_462,0,0,-9808,58754,462
2010,FI,6935,FI_462,19188,19188,6395,65149,462
2011,FI,6935,FI_462,0,0,-6453,58696,462
2009,FI,6935,FI_463,-85633,-85633,20753,319647,463
2010,FI,6935,FI_463,-70000,-70000,8288,327935,463
2011,FI,6935,FI_463,0,0,24072,352007,463
2009,FI,6935,FI_468,1200,1200,21,21,468
2010,FI,6935,FI_468,1249,1249,681,702,468
2011,FI,6935,FI_468,1680,1680,-702,0,468
2009,FI,6935,FI_490,-93411,-93411,-953,179757,490
2010,FI,6935,FI_490,-53145,-53145,87299,267056,490
2011,FI,6935,FI_490,0,0,68409,335465,490
2009,FI,6935,FI_526,58,58,0,0,526
2010,FI,6935,FI_526,52,52,0,0,526
2011,FI,6935,FI_526,256,256,0,0,526
2012,FI,6935,FI_526,1162,1162,0,0,526
2013,FI,6935,FI_526,596,596,1,1,526
2014,FI,6935,FI_526,796,796,-1,0,526
2015,FI,6935,FI_526,636,636,0,0,526
2016,FI,6935,FI_526,772,772,0,0,526
2017,FI,6935,FI_526,546,546,0,0,526
2009,FI,6935,FI_555,0,0,107,1916,555
2010,FI,6935,FI_555,-1250,-1250,-945,971,555
2011,FI,6935,FI_555,0,0,795,1766,555
2009,FI,6935,FI_612,0,0,549,21958,612
2010,FI,6935,FI_612,-1745,-1745,-1466,20492,612
2011,FI,6935,FI_612,0,0,4845,25337,612
2009,FI,6935,FI_613,0,0,10985,33398,613
2010,FI,6935,FI_613,-30702,-30702,-19796,13602,613
2011,FI,6935,FI_613,998,998,13602,27204,613
2009,FI,6935,FI_614,0,0,3693,11391,614
2010,FI,6935,FI_614,-11391,-11391,-7374,4017,614
2011,FI,6935,FI_614,22,22,4017,8034,614
2012,FI,6935,FI_614,-8033,1,-8033,1,614
2013,FI,6935,FI_614,2149,2149,2149,2150,614
2014,FI,6935,FI_614,-2150,0,-2150,0,614
2009,FI,6935,FI_637,0,0,540,540,637
2010,FI,6935,FI_637,-466,-466,-196,344,637
2011,FI,6935,FI_637,22,22,344,688,637
2012,FI,6935,FI_637,-275,115,-688,0,637
2013,FI,6935,FI_637,1500,1500,1213,1213,637
2014,FI,6935,FI_637,0,0,4,1217,637
2015,FI,6935,FI_637,0,0,-276,941,637
2016,FI,6935,FI_637,0,0,-133,808,637
2017,FI,6935,FI_637,-574,-574,-389,419,637
2010,FI,6935,FI_651,2476,2476,24416,24416,651
2011,FI,6935,FI_651,0,0,-3648,20768,651
2009,FI,6937,FI_185,0,0,1334,3848,185
2010,FI,6937,FI_185,10000,0,11356,15204,185
2011,FI,6937,FI_185,17,17,1357,16561,185
2012,FI,6937,FI_185,-2996,4,-3000,13561,185
2013,FI,6937,FI_185,29,29,17,13578,185
2014,FI,6937,FI_185,696,696,693,14271,185
2015,FI,6937,FI_185,0,0,-1,14270,185
2016,FI,6937,FI_185,0,0,-31,14239,185
2017,FI,6937,FI_185,0,0,-75,14164,185
2009,FI,6937,FI_186,6000,0,-8803,898,186
2010,FI,6937,FI_186,1000,0,949,1847,186
2011,FI,6937,FI_186,6327,6327,14409,16256,186
2012,FI,6937,FI_186,518,518,-10891,5365,186
2013,FI,6937,FI_186,0,0,15589,20954,186
2014,FI,6937,FI_186,1080,1080,6078,27032,186
2015,FI,6937,FI_186,0,0,-1264,25768,186
2016,FI,6937,FI_186,0,0,-4912,20856,186
2017,FI,6937,FI_186,0,0,-1700,19156,186
2009,FI,6937,FI_187,1000,0,826,920,187
2010,FI,6937,FI_187,1500,0,419,1339,187
2011,FI,6937,FI_187,142,142,-311,1028,187
2012,FI,6937,FI_187,3000,0,1523,2551,187
2013,FI,6937,FI_187,0,0,175,2726,187
2014,FI,6937,FI_187,41,41,-11,2715,187
2015,FI,6937,FI_187,0,0,-111,2604,187
2016,FI,6937,FI_187,0,0,-175,2429,187
2017,FI,6937,FI_187,0,0,-546,1883,187
2009,FI,6937,FI_188,1000,0,-763,324,188
2010,FI,6937,FI_188,2000,0,1636,1960,188
2011,FI,6937,FI_188,64,64,-253,1707,188
2012,FI,6937,FI_188,0,0,-40,1667,188
2013,FI,6937,FI_188,0,0,549,2216,188
2014,FI,6937,FI_188,10,10,406,2622,188
2015,FI,6937,FI_188,0,0,-49,2573,188
2016,FI,6937,FI_188,0,0,-564,2009,188
2017,FI,6937,FI_188,0,0,236,2245,188
2009,FI,6937,FI_189,2000,10000,58354,222473,189
2010,FI,6937,FI_189,-16501,-1,133984,356457,189
2011,FI,6937,FI_189,-24001,-24001,131013,487470,189
2012,FI,6937,FI_189,-187635,-187635,-200310,287160,189
2013,FI,6937,FI_189,-117523,-117523,-100855,186305,189
2014,FI,6937,FI_189,-1955,-1955,-2495,183810,189
2015,FI,6937,FI_189,0,0,-7422,176388,189
2016,FI,6937,FI_189,0,0,1682,178070,189
2017,FI,6937,FI_189,0,0,-9531,168539,189
2009,FI,6937,FI_190,0,0,-945,568,190
2010,FI,6937,FI_190,2000,0,952,1520,190
2011,FI,6937,FI_190,22,22,-496,1024,190
2012,FI,6937,FI_190,0,0,-735,289,190
2013,FI,6937,FI_190,0,0,507,796,190
2014,FI,6937,FI_190,3,3,-31,765,190
2015,FI,6937,FI_190,0,0,-521,244,190
2016,FI,6937,FI_190,4543,4543,3742,3986,190
2017,FI,6937,FI_190,0,0,-123,3863,190
2009,FI,6938,FI_109,4,4,0,0,109
2011,FI,6938,FI_109,3,3,0,0,109
2014,FI,6938,FI_109,3,3,0,0,109
2015,FI,6938,FI_109,100,100,96,96,109
2016,FI,6938,FI_109,0,0,-50,46,109
2017,FI,6938,FI_109,467,467,454,500,109
2009,FI,6938,FI_110,0,0,11,37,110
2010,FI,6938,FI_110,0,0,-6,31,110
2011,FI,6938,FI_110,0,0,3,34,110
2012,FI,6938,FI_110,0,0,-2,32,110
2014,FI,6938,FI_110,0,0,-5,27,110
2016,FI,6938,FI_110,128,128,73,100,110
2017,FI,6938,FI_110,584,584,400,500,110
2009,FI,6938,FI_111,0,0,-2,4,111
2010,FI,6938,FI_111,0,0,1,5,111
2011,FI,6938,FI_111,0,0,1,6,111
2012,FI,6938,FI_111,-6,-5,-6,0,111
