fuel_type,installationidentifier,account_holder,registry_code,installation_name
gas,108,ELECTROCENTRALE BUCURESTI S.A,RO,S.N.G.N. Romgaz S.A.  - SPEE Iernut - CTE Iernut
coal,87,S Complexul Energetic Oltenia SA,RO,SC C.E. OLTENIA SA - SUC. ELECTROCENTRALE ROVINARI
coal,73,SC CET Govora SA,RO,SC CET Govora SA
coal,41,SC CET ARAD SA,RO,SC CET Hidrocarburi  SA Arad
oil,107,ELECTROCENTRALE BUCURESTI S.A,RO,SC Electr.centrt.Bucuresti-CET Bucuresti Sud
oil,111,Societatea ELECTROCENTRALE GALATI SA,RO,SC ELECTROCENTRALE GALATI SA
gas,120,SC ENET SA Focsani,RO,SC ENET SA Focsani
oil,90,VEOLIA ENERGIE PRAHOVA SRL,RO,VEOLIA ENERGIE PRAHOVA SRL Punct de lucru Brazi
biomass,250,E.ON Värme Sverige AB,SE,Åbyverket
biomass,63,C4 Energi AB,SE,Allöverket
biomass,188,Mark Kraftvärme AB,SE,Assbergsverket
biomass,613,Kraftringen Energi AB,SE,Återbruket
nuclear,239,Sydkraft Thermal Power AB,SE,Barsebäcksverket
biomass,304,Vattenfall AB,SE,"Bergsättersverken, Motala"
biomass,310,Vattenfall AB,SE,Boländerna
biomass,6,Stockholm Exergi AB,SE,Brista
nuclear,81,Forsmarks kraftgrupp AB,SE,Forsmarks Kärnkraftstation
nuclear,82,Forsmarks kraftgrupp AB,SE,Gunnarsbo Kraftverk
gas,235,Svenska Kraftnät Gasturbiner AB,SE,Hallstavik Kraftverk
biomass,240,Sydkraft Thermal Power AB,SE,Halmstadsverket
biomass,266,E.ON Värme Sverige AB,SE,Händelöverket
biomass,123,Härnösand Energi & Miljö AB,SE,Härnösands KVV
biomass,19,Stockholm Exergi AB,SE,Hässelby
gas,256,E.ON Värme Sverige AB,SE,Heleneholmsverket och Heleneholms FVC
gas,106,Göteborg Energi AB,SE,Högsbo KVV
,68,Halmstads Energi & Miljö AB,SE,HVC Turbingatan
biomass,323,Vattenfall AB,SE,Idbäcksverket
biomass,274,Söderenergi AB,SE,Igelstaverket
biomass,139,Karlskoga Kraftvärmeverk AB,SE,Karlskoga KVV
biomass,148,Katrinefors Kraftvärme AB,SE,Katrinefors KVV
biomass,232,Sundsvall Energi AB,SE,Korstaverket
biomass,215,Sandviken Energi AB,SE,KVV Björksätra
biomass,22,Värmevärden AB,SE,KVV Djuped
biomass,370,Jönköping Energi AB,SE,KVV Munksjö
biomass,83,Värmevärden i Nynäshamn AB,SE,KVV Nynäshamn
gas,339,Öresundskraft Kraft & Värme AB,SE,KVV-Åkerslund
oil,237,Svenska Kraftnät Gasturbiner AB,SE,Lahall kraftverk
biomass,280,Tekniska Verken i Linköping AB,SE,Linköping KVV
biomass,125,Jämtkraft AB,SE,Lugnviksverket KVV
gas,178,Lulekraft AB,SE,Luleå KVV
biomass,107,Skellefteå Kraft AB,SE,Malå KVV
biomass,202,Nässjö Affärsverk AB,SE,Nässjö KVV
biomass,91,Nybro Värmecentral AB,SE,Nybro Energicentral
gas,242,Sydkraft Thermal Power AB,SE,Öresundsverket
nuclear,203,OKG AB,SE,Oskarshamnsverket
,223,Locum AB,SE,Reservkraft Huddinge sjukhus. Hus D
,325,Locum AB,SE,Reservkraft Karolinska Sjukhusområdet
nuclear,208,RINGHALS AB,SE,Ringhals
biomass,196,Mölndal Energi AB,SE,Riskullaverket
gas,112,Göteborg Energi AB,SE,Rya Värmecentral
biomass,59,Borås Energi och Miljö AB,SE,Ryaverket
biomass,334,Växjö Energi AB,SE,Sandviksverket
gas,300,Vattenfall AB,SE,Slite Kraftverk
oil,238,Svenska Kraftnät Gasturbiner AB,SE,Stallbacka Kraftverk
biomass,214,Falu Energi & Vatten AB,SE,Västermalmsverket
oil,303,Vattenfall AB,SE,Visby Kraftvärmestation
,1,"ENERGETIKA LJUBLJANA, D.O.O.",SI,"Energetika Ljubljana, d.o.o."
gas,2,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.,SI,JAVNO PODJETJE ENERGETIKA MARIBOR D.O.O.
gas,3,TEB D.O.O. BRESTANICA,SI,TEB d.o.o. Brestanica
gas,4,TERMOELEKTRARNA ŠOŠTANJ D.O.O.,SI,Termoelektrarna Šoštanj d.o.o.
coal,5,"ENERGETIKA LJUBLJANA, d.o.o.",SI,"TE-TOL, D.O.O."
coal,61,"CHEMES, a.s. Humenné",SK,"CHEMES, a.s. Humenné, prevádzka Tepláreň"
coal,167,"Žilinská teplárenská, a.s.",SK,Kotolňa na zemný plyn naftový a hnedé uhlie
,105,"Mondi SCP, a.s.",SK,"Paroplynové zariadenie PPZ1, PPZ2 a Kotol K3"
gas,62,"CHEMOSVIT ENERGOCHEM, a.s.",SK,Podniková tepláreň
gas,194,"SLOVINTEGRA ENERGY, a.s.",SK,"SLOVINTEGRA ENERGY, a.s. - paroplynový cyklus"
coal,144,"Tepláreň Košice, a. s. v skratke TEKO, a. s.",SK,"TEKO, a. s."
coal,75,"Martinská teplárenská, a.s.",SK,Tepláreň
gas,9,"Bratislavská teplárenská, a.s.",SK,Tepláreň II (Tepláreň Východ)
gas,10,"Bratislavská teplárenská, a.s.",SK,Tepláreň západ
coal,110,"Slovenské elektrárne, a.s.",SK,Závod Elektrárne Nováky
coal,109,"Slovenské elektrárne, a.s.",SK,Závod Elektrárne Vojany
coal,162,"Zvolenská teplárenská, a.s.",SK,"Zvolenská teplárenská, a.s."
